dataset,label_id,n_videos,mean_entropy,mean_concentration,mean_peak_window,std_entropy
ucf101,42,5,2.3887252949219295,0.0038241778031197883,6.6,0.017230045081046096
ucf101,43,5,2.3973070554013036,0.00024530570777605567,4.0,0.0009848916586551702
ucf101,44,5,2.0383074766601186,0.14995975855050958,7.8,0.2354588132941824
ucf101,45,5,2.3978945841387365,2.87193374104433e-07,4.4,1.0573204487954991e-06
ucf101,46,5,2.3491222927533957,0.020339912505042967,6.6,0.046963660959057005
ucf101,47,5,2.15236661092043,0.10239340502615277,6.6,0.21001495973231968
ucf101,48,5,2.277110897053107,0.05037099706373209,5.6,0.1891662047108421
ucf101,49,5,2.3978952619522,4.5232044110221635e-09,8.2,7.477585995638146e-09
ucf101,50,5,1.8533222719269478,0.22710458085848773,6.0,0.520780621612942
ucf101,51,5,2.3239389872405773,0.03084216662702104,4.6,0.07160324354946482
ucf101,52,5,2.3978748624976913,8.511756501916602e-06,4.8,3.869604811008581e-05
ucf101,53,5,2.372555675149902,0.010567433005069104,4.8,0.03090765497783537
ucf101,54,5,2.2914733237596243,0.04438139990765779,6.0,0.17694853268843747
ucf101,55,5,2.1594714617535367,0.09943045209250992,4.2,0.21655302536452065
ucf101,56,5,2.3305576848265956,0.028081955344609954,7.8,0.09094799731743317
ucf101,57,5,2.1808586801181282,0.09051128927201164,7.2,0.22344055686481507
ucf101,58,5,2.356388930941162,0.017309489003984123,4.4,0.05142128711630503
ucf101,59,5,2.3961520109401357,0.0007269966616182622,4.2,0.0034782316004765505
ucf101,60,5,2.3973324665770797,0.00023470842437349758,6.4,0.0007874510692422909
ucf101,61,5,2.397861051052209,1.4271576640378924e-05,4.0,6.0060618017505265e-05
ucf101,62,5,2.3977990834778296,4.011406237462989e-05,3.4,0.00019225879028469378
ucf101,63,5,2.3978857849418,3.9567435152765285e-06,7.0,1.8334827199564022e-05
ucf101,64,5,2.397229135618177,0.0002778007812727523,3.4,0.0013317685311318322
ucf101,65,5,2.3785712532960286,0.00805874206499051,5.2,0.03826607543352564
ucf101,66,5,2.3533038546038876,0.018596065766643854,2.2,0.08857610336084684
ucf101,67,5,2.1518082943926284,0.10262624110291349,6.0,0.11731449662771007
ucf101,68,5,2.389197294155592,0.0036273388339549406,8.0,0.012634974357948999
ucf101,69,5,2.291527743063528,0.04435870529521115,6.2,0.08478318035285029
ucf101,70,5,2.2841758991581202,0.047424662340460985,4.2,0.1552157677373796
ucf101,71,5,2.3974709401739545,0.00017696044911961196,7.2,0.00031572576604477133
ucf101,72,5,2.3822899886133544,0.0065079089825322844,2.8,0.031205797658953715
ucf101,73,5,2.1459197110589416,0.10508197109266186,6.0,0.473141381473804
ucf101,74,5,2.3978401292385048,2.299665064249279e-05,6.4,3.075786878277711e-05
ucf101,75,5,2.372304568455568,0.010672152630309762,6.0,0.05116341874612269
ucf101,76,5,2.388989602307852,0.0037139530618973903,4.8,0.011599183952455948
ucf101,77,5,2.38816590545538,0.004057461330092526,5.8,0.012094299432388647
ucf101,78,5,2.185804710791744,0.08844863427213592,3.6,0.22963475172489334
ucf101,79,5,2.3645551271714735,0.01390392066121764,5.0,0.049379663352959534
ucf101,80,5,2.3824333988614144,0.006448102263829169,6.2,0.027487217876702
ucf101,81,5,2.3978911895184356,1.7028599961443903e-06,6.6,3.955005584974386e-06
ucf101,82,5,2.3977546328929384,5.86513960920465e-05,5.4,0.00027677711143279926
ucf101,83,5,2.335062789152736,0.026203180913864022,3.2,0.09499906750073092
ucf101,84,5,2.397894567163131,2.942727513666199e-07,1.2,6.044070847752656e-07
ucf101,85,5,2.2312398691490984,0.06950070152762906,6.4,0.11480008545276843
ucf101,86,5,2.3978067764501234,3.6905843741830147e-05,4.8,0.00011337973290516635
ucf101,87,5,2.395321438330993,0.0010733723430607078,4.0,0.005147464411694419
ucf101,88,5,2.393648666632687,0.001770972324712039,1.6,0.007340916825097036
ucf101,89,5,2.3978929365156234,9.743055811251012e-07,5.0,2.9395365627464595e-06
ucf101,90,5,2.2283456810906084,0.07070767169489259,6.0,0.18586751910518226
ucf101,91,5,2.396842163778922,0.00043918057281113756,8.0,0.0020187861875044593
ucf101,92,5,2.380039727998448,0.007446340548094388,6.0,0.0216821295973098
ucf101,93,5,2.393985827666003,0.0016303652526932443,1.8,0.006365283929434925
ucf101,94,5,2.393484915895667,0.001839261686169058,5.6,0.008820199016373624
ucf101,95,5,2.268307908433344,0.05404212845951197,5.8,0.1624523637767179
ucf101,96,5,2.3504905691282554,0.019769296936305913,5.8,0.09410012352899362
ucf101,97,5,2.1784662791840548,0.09150899795479388,4.2,0.19018023565823744
ucf101,98,5,2.3004111344346754,0.0406540433477439,6.4,0.12235099921918599
ucf101,99,5,2.3978947368942896,2.2348936057348112e-07,5.6,8.071415673004537e-07
ucf101,100,5,2.297250369518154,0.04197218469961086,3.6,0.1124327609873084
