dataset,label_id,n_videos,mean_entropy,mean_concentration,mean_peak_window,std_entropy
autsl,139,5,1.4444533822460683,0.3976161517010812,5.8,0.11810539605774559
autsl,140,5,1.4652988226099726,0.3889229278558306,2.8,0.48003041004330066
autsl,141,5,0.7074867714308054,0.704955099809192,4.4,0.6102509671953775
autsl,142,5,1.7169215547827321,0.28398809812112213,3.4,0.1774698158080176
autsl,143,5,1.6817357456580857,0.29866172024457055,3.0,0.18396976699947035
autsl,144,5,1.3318262198180777,0.444585326587753,5.2,0.2923576769011355
autsl,145,5,1.8856831743476714,0.2136090363333265,4.0,0.17947237176866274
autsl,146,5,1.3095230655704464,0.4538864643399466,3.4,0.6484722636866693
autsl,147,5,1.5642623725639715,0.34765192195468164,5.2,0.2540812448030154
autsl,148,5,2.118655634712855,0.11645197405124356,5.2,0.09324601933905168
autsl,149,5,1.9768770300682212,0.17557824459898805,6.6,0.18612273744457178
autsl,150,5,1.2952987813439756,0.45981845160720985,4.8,0.17704293306870367
autsl,151,5,1.7214411914107177,0.2821032632497846,5.6,0.3050139517366931
autsl,152,5,1.3157740489750198,0.4512796017819841,7.0,0.3154510591071863
autsl,153,5,2.1483202515483155,0.10408086795166735,4.6,0.06501205011946054
autsl,154,5,1.4745563206361436,0.3850622513153712,5.6,0.2285365464763541
autsl,155,5,1.6585163382548984,0.3083449652413755,3.6,0.39330071774634834
autsl,156,5,1.5069992899030549,0.37153248225708796,5.6,0.2559333117441534
autsl,157,5,1.8071143333270185,0.24637478799560092,5.4,0.32128964572515195
autsl,158,5,1.8010285835104516,0.24891274279521358,3.4,0.3306972649782733
autsl,159,5,1.1160247429740844,0.5345815325488877,5.0,0.3729828223632194
autsl,160,5,1.4662048467878606,0.3885450864262378,5.2,0.40309577568221194
autsl,161,5,1.8045161082404242,0.24745833201692174,4.4,0.2888151751431314
autsl,162,5,1.6910222464747033,0.2947889486010532,6.0,0.10172756786499886
autsl,163,5,1.582315868312824,0.3401230294489702,6.6,0.35672587998028793
autsl,164,5,1.5136218965267465,0.36877064077934774,3.6,0.33130199877555383
autsl,165,5,1.7829826918938179,0.2564384641314811,6.6,0.1890431093343771
autsl,166,5,1.7270757160494365,0.2797534839651608,4.8,0.11452000080531369
autsl,167,5,0.8550716814856463,0.6434074118308895,5.4,0.5806495926353381
autsl,168,5,1.9479353655354477,0.18764785617088897,6.2,0.10071119934342883
autsl,169,5,1.6072641953937996,0.32971876894435653,8.0,0.3073094907147984
autsl,170,5,0.7322263686354765,0.6946378864240554,3.8,0.4473304908536255
autsl,171,5,1.311568638185142,0.4530333943006083,2.4,0.566945847274333
autsl,172,5,1.7035766510748633,0.28955335522774106,3.8,0.24071891798790399
autsl,173,5,1.2900090299930178,0.4620244492631397,3.2,0.2622408795568538
autsl,174,5,1.3166996923414485,0.45089357851527645,4.2,0.17403542823063875
autsl,175,5,1.4035740541515715,0.41466415565614556,7.0,0.2390637980075753
autsl,176,5,1.5485284617111192,0.3542134724241025,5.8,0.16808888921520596
autsl,177,5,1.1729250611462394,0.5108522567887535,4.8,0.40882557542200854
autsl,178,5,1.0674264783908747,0.554848583047092,4.4,0.34291002510479823
autsl,179,5,0.9104114169072025,0.6203289496272528,2.0,0.19883861207844483
autsl,180,5,1.5298480145456144,0.36200382397840725,5.8,0.17542176830706513
autsl,181,5,1.4193591807213828,0.40808124657380274,2.8,0.4213616689044689
autsl,182,5,1.3543200606415355,0.4352046663568302,4.4,0.3858152623372939
autsl,183,5,1.2169634889022065,0.4924868059471185,3.8,0.47916331796151374
autsl,184,5,1.0767788771008049,0.5509483298475366,3.0,0.28079578348332884
autsl,185,5,1.8181739995750026,0.24176254893185015,3.0,0.25579896971402505
autsl,186,5,1.0996349030305992,0.54141662669558,6.4,0.5414745937216255
autsl,187,5,1.522985213758418,0.3648658342025599,4.8,0.5178920410243325
autsl,188,5,1.7211814152772487,0.2822115983119602,6.6,0.3859808135368233
autsl,189,5,1.3635897349572292,0.43133891190923235,6.0,0.38316705341165597
autsl,190,5,1.971508920774499,0.1778169200551758,5.0,0.2650467769051912
autsl,191,5,1.6347974609548714,0.31823650536370396,6.4,0.1875630012295095
autsl,192,5,1.5840581927014852,0.33939642374253,4.4,0.29000624411369075
autsl,193,5,0.6252757524126185,0.7392397576717707,7.0,0.35198682203833803
autsl,194,5,1.9735757696105918,0.1769549771423476,3.2,0.11126937318985666
autsl,195,5,1.8694096793899238,0.22039561085238643,5.6,0.18380947105394385
autsl,196,5,1.0979807277840101,0.5421064713544999,3.8,0.583190369733968
autsl,197,5,1.8534666178270345,0.22704438394258214,4.8,0.19277412528882815
autsl,198,5,1.8605141823413085,0.22410532125947774,6.0,0.06708018723758087
autsl,199,5,1.7475456486865615,0.2712168590052075,5.0,0.13165203899738492
autsl,200,5,1.406195084345969,0.4135711011661808,5.6,0.5097150706242196
autsl,201,5,0.7484692292542318,0.6878640874166453,5.4,0.3357585302264362
autsl,202,5,1.276398856956439,0.46770033227228175,6.0,0.23332536393011177
autsl,203,5,1.1438636875740635,0.5229717909076314,4.6,0.4882460062233569
autsl,204,5,1.8602832986298155,0.22420160724582291,6.6,0.2990786165717796
autsl,205,5,1.7875912168458843,0.25451655994978245,3.6,0.2644887433097141
autsl,206,5,1.841817767635547,0.23190233179528114,5.6,0.09939661854039131
autsl,207,5,1.300433116980052,0.4576772673385222,4.4,0.3232213683966224
autsl,208,5,1.8567536840436774,0.22567357085748582,6.0,0.15828641207340857
autsl,209,5,1.6344836488293446,0.31836737518487046,4.8,0.14372109117797874
autsl,210,5,1.1325651705017212,0.527683638501858,3.6,0.29048624240078214
autsl,211,5,1.6979055612096823,0.29191838339619924,5.6,0.3358063517243263
autsl,212,5,1.6949047101193522,0.29316983550270764,6.4,0.3622843830786924
autsl,213,5,1.1585185378852554,0.5168602436363907,3.8,0.3297607181483374
autsl,214,5,1.7986400500213862,0.24990883862815547,3.4,0.16281571052601138
autsl,215,5,1.859751157045062,0.22442352752348865,5.6,0.20057603751434774
autsl,216,5,1.8081575405316364,0.2459397368003081,5.8,0.16460830506743285
autsl,217,5,1.316129585577323,0.4511313315024868,5.6,0.5723897380115806
autsl,218,5,1.126485970759345,0.5302188617083667,3.6,0.48447213992966254
autsl,219,5,1.9781055130581215,0.17506592739988594,7.0,0.029613684619443845
autsl,220,5,0.7839502020328524,0.6730673724887186,4.8,0.35477288166352
autsl,221,5,1.6078129737983908,0.32948991057392807,3.2,0.1568302929605662
autsl,222,5,1.4229972799861734,0.40656404133716817,5.2,0.30242026393079396
autsl,223,5,1.6330622181449908,0.3189601578224103,5.8,0.4440131666324048
autsl,224,5,1.327459579235485,0.44640635715240184,2.2,0.555830126280622
autsl,225,5,1.2513190383358261,0.4781594290081223,8.0,0.5314804412525496
