dataset,label_id,n_videos,mean_entropy,mean_concentration,mean_peak_window,std_entropy
epic_kitchens,28,5,2.1936966364310684,0.08515744564982616,8.4,0.10338950785971973
epic_kitchens,29,5,2.095904036404879,0.12594012750234262,3.6,0.15117393679957003
epic_kitchens,30,5,1.975267007304462,0.17624967624240598,7.2,0.41028181761962323
epic_kitchens,31,5,2.3208078738452667,0.03214794233408789,4.2,0.04110854224169794
epic_kitchens,32,5,2.1851076623357657,0.08873932605667105,6.0,0.20493073235887957
epic_kitchens,33,5,2.277891586724052,0.050045424183297785,5.0,0.10432760565122451
epic_kitchens,34,5,2.165293939014345,0.09700229047642146,6.8,0.3008408370741742
epic_kitchens,35,5,1.9175456425273052,0.20032135503169496,6.2,0.41774273115537014
epic_kitchens,36,5,2.208910339431646,0.07881283870507694,3.6,0.0786641289003779
epic_kitchens,37,5,1.984866437435636,0.17224640293849236,2.8,0.3243343430311991
epic_kitchens,38,5,2.156728114139672,0.10057451690842763,4.6,0.1796100813400278
epic_kitchens,39,5,2.1887115163976416,0.08723640217890298,6.2,0.11217819992561444
epic_kitchens,40,5,2.286698125809239,0.04637281212843101,6.4,0.07314688953587069
epic_kitchens,41,5,1.9862660395006402,0.17166272354228157,6.4,0.1554314998050619
epic_kitchens,42,5,2.2282934277492066,0.07072946303081733,4.8,0.12422483964277935
epic_kitchens,43,5,2.058800120009084,0.1414136624880864,5.2,0.21621820011863457
epic_kitchens,44,5,2.0835257765853883,0.13110226279653558,2.2,0.19437023833100184
epic_kitchens,45,5,2.2513012469080684,0.06113445718554045,7.2,0.0905913591781023
epic_kitchens,46,3,2.284603495073865,0.04724634099315465,3.0,0.07122628913074852
epic_kitchens,47,5,2.159219512048924,0.09953552328034301,4.6,0.28999208562699047
epic_kitchens,48,5,2.260573519282757,0.05726761926318731,4.4,0.08202991669974176
epic_kitchens,49,5,2.1606386320911217,0.09894370425542723,7.0,0.11830136467514693
epic_kitchens,50,5,2.1322779035007757,0.11077104672199319,7.0,0.09792438594635257
epic_kitchens,51,4,2.2392295522506043,0.06616874487708616,6.25,0.1429655257377074
epic_kitchens,52,5,2.1853649230508028,0.08863204000545957,6.4,0.16844329074676662
epic_kitchens,53,5,2.2168388899129794,0.07550637633731876,4.6,0.2002312258571585
epic_kitchens,54,5,2.2487255643910933,0.062208600225144496,7.0,0.07309414450031038
epic_kitchens,55,5,2.230147973157632,0.06995605752413694,2.0,0.0640224590784179
epic_kitchens,56,3,2.1699117462248148,0.09507651529230336,0.3333333333333333,0.14846622220200534
epic_kitchens,57,5,2.2526310289569857,0.06057989499760761,5.2,0.05186246697299904
epic_kitchens,58,1,2.2385677183579005,0.06644475104808611,0.0,0.0
epic_kitchens,59,5,2.2014174801427995,0.08193760373291008,4.8,0.10535746746120607
epic_kitchens,60,4,2.2365897783686552,0.06726961609189466,5.75,0.08465853986475187
epic_kitchens,61,5,2.2127630874347104,0.07720611799180399,5.6,0.10706668199402133
epic_kitchens,62,5,2.106917222840923,0.1213472720257182,3.4,0.3026107044912046
epic_kitchens,63,5,2.1694570638590136,0.09526613256665159,3.4,0.1966933731266858
epic_kitchens,64,5,2.1799185014220526,0.09090337424200201,2.6,0.17465639502354136
epic_kitchens,65,3,2.340938250579569,0.02375292318431081,1.3333333333333333,0.02673920793427809
epic_kitchens,66,5,2.183682915330531,0.08933349170743869,2.8,0.08812595030265062
epic_kitchens,67,1,1.8790065052464318,0.21639342361536495,3.0,0.0
epic_kitchens,68,5,2.0475169854136035,0.14611909509120136,5.2,0.20160226237430284
epic_kitchens,69,2,2.2692797153802298,0.05363685348444985,1.5,0.04384017247409555
epic_kitchens,70,1,2.3512312239685134,0.01946041987705316,5.0,0.0
epic_kitchens,71,3,2.2318124875623586,0.06926190110137347,6.0,0.15548913546753884
epic_kitchens,73,4,2.2139853876260633,0.0766963792199658,6.25,0.18558883856877303
epic_kitchens,74,4,2.2500256977138964,0.06166640251636543,3.5,0.1404965435987611
epic_kitchens,75,4,2.2195671223979203,0.07436861501976252,6.75,0.15483045762470402
epic_kitchens,76,5,2.2257139090471547,0.07180520588385753,6.4,0.08843210660122094
epic_kitchens,77,3,2.3037059809398595,0.039279985630311355,5.0,0.010466003330892155
epic_kitchens,78,2,2.278289001299492,0.04987968943251492,5.0,0.053506917141017185
epic_kitchens,79,5,2.2355445972393384,0.0677054904777252,3.2,0.13158892564426103
epic_kitchens,81,1,2.1664941568021825,0.0965017607821298,0.0,0.0
epic_kitchens,83,1,2.2224833021123174,0.07315247361964461,2.0,0.0
epic_kitchens,84,1,1.9835618143677942,0.17279047301638184,7.0,0.0
epic_kitchens,85,1,2.3320586634850526,0.027455998625196876,2.0,0.0
epic_kitchens,86,2,2.1464086040433568,0.10487808688222072,8.5,0.2369278626118554
epic_kitchens,87,1,2.3428957525998273,0.022936581435584635,2.0,0.0
epic_kitchens,88,1,2.087561581424559,0.12941920145313457,2.0,0.0
epic_kitchens,91,1,2.3498043809024516,0.020055459653080088,0.0,0.0
epic_kitchens,94,1,2.054357181709795,0.14326651167198923,3.0,0.0
epic_kitchens,95,1,2.2950622984219087,0.042884681221484144,6.0,0.0
