model,dataset,coverage,stride,n_classes,mean_acc,std_acc,min_acc,max_acc
r3d_18,ssv2,100,8,174,0.16908826396055499,0.1705982046203156,0.0,0.75
r3d_18,ssv2,100,16,174,0.08894473901680051,0.13733888863924512,0.0,0.7
r3d_18,hmdb51,10,1,51,0.5191185745023843,0.29446493793437456,0.0,1.0
r3d_18,hmdb51,10,2,51,0.49588771525121916,0.30522427196975066,0.0,1.0
r3d_18,hmdb51,10,4,51,0.46691665486283956,0.3193259993296282,0.0,1.0
r3d_18,hmdb51,10,8,51,0.41663294144627233,0.30921952640133443,0.0,1.0
r3d_18,hmdb51,10,16,51,0.39557052955341054,0.30890886598924155,0.0,1.0
r3d_18,hmdb51,25,1,51,0.6506072225931996,0.27213619882490997,0.05,1.0
r3d_18,hmdb51,25,2,51,0.6259963273234991,0.2721070918321006,0.0,1.0
r3d_18,hmdb51,25,4,51,0.5825818511098969,0.31209376608152184,0.0,1.0
r3d_18,hmdb51,25,8,51,0.5143730144276493,0.3224833864028092,0.0,1.0
r3d_18,hmdb51,25,16,51,0.4671656313024005,0.316927990008604,0.0,1.0
r3d_18,hmdb51,50,1,51,0.718556712330615,0.21726865079326055,0.2,1.0
r3d_18,hmdb51,50,2,51,0.72548581179978,0.2115561181151762,0.25,1.0
r3d_18,hmdb51,50,4,51,0.6882675860161745,0.2354892503384484,0.10526315789473684,1.0
r3d_18,hmdb51,50,8,51,0.6018290873280856,0.30733909343399135,0.0,1.0
r3d_18,hmdb51,50,16,51,0.5111568930977964,0.3256349975877307,0.0,1.0
r3d_18,hmdb51,75,1,51,0.7929395407973991,0.1642582963250039,0.45,1.0
r3d_18,hmdb51,75,2,51,0.7850733017665271,0.16801295022160345,0.4,1.0
r3d_18,hmdb51,75,4,51,0.7605794330115947,0.19743698772150658,0.3157894736842105,1.0
r3d_18,hmdb51,75,8,51,0.6822410577578124,0.26806317778682526,0.1,1.0
r3d_18,hmdb51,75,16,51,0.5764366100757468,0.3070640289576088,0.0,1.0
r3d_18,hmdb51,100,1,51,0.8082312302285896,0.1637033729632867,0.5,1.0
r3d_18,hmdb51,100,2,51,0.7975515489993729,0.16038346519791155,0.45,1.0
r3d_18,hmdb51,100,4,51,0.7876409714212482,0.16343565178060795,0.4666666666666667,1.0
r3d_18,hmdb51,100,8,51,0.7121268304363368,0.2528197101956781,0.05263157894736842,1.0
r3d_18,hmdb51,100,16,51,0.6041314238113547,0.30270564001361755,0.0,1.0
r3d_18,diving48,10,1,47,0.05319148936170212,0.11996569043904254,0.0,0.7
r3d_18,diving48,10,2,47,0.0648936170212766,0.12934403635645741,0.0,0.75
r3d_18,diving48,10,4,47,0.05425531914893618,0.12105953764934915,0.0,0.7
r3d_18,diving48,10,8,47,0.04893617021276595,0.13532945375851888,0.0,0.8
r3d_18,diving48,10,16,47,0.04680851063829788,0.13886349855286767,0.0,0.8
r3d_18,diving48,25,1,47,0.0723404255319149,0.12283273827086708,0.0,0.45
r3d_18,diving48,25,2,47,0.07127659574468084,0.12842891827399577,0.0,0.6
r3d_18,diving48,25,4,47,0.06063829787234043,0.11465267503504639,0.0,0.55
r3d_18,diving48,25,8,47,0.0627659574468085,0.1381036492868526,0.0,0.6
r3d_18,diving48,25,16,47,0.05018773466833542,0.1402696315167539,0.0,0.8
r3d_18,diving48,50,1,47,0.1186550151975684,0.1443208249507044,0.0,0.55
r3d_18,diving48,50,2,47,0.1196048632218845,0.1550071418704578,0.0,0.6
r3d_18,diving48,50,4,47,0.1270198859685718,0.14909185010719428,0.0,0.7
r3d_18,diving48,50,8,47,0.10319148936170214,0.1585958273339295,0.0,0.65
r3d_18,diving48,50,16,47,0.06595744680851064,0.12384526766806347,0.0,0.5
r3d_18,diving48,75,1,47,0.20707531239446134,0.21236653223773258,0.0,0.85
r3d_18,diving48,75,2,47,0.19069148936170213,0.21868350053045915,0.0,0.9
r3d_18,diving48,75,4,47,0.19867021276595745,0.2140486097929664,0.0,0.9
r3d_18,diving48,75,8,47,0.16819908814589665,0.18025588999416572,0.0,0.85
r3d_18,diving48,75,16,47,0.09266717325227963,0.12364181949878356,0.0,0.45
r3d_18,diving48,100,1,47,0.24287825059101656,0.23096091936645288,0.0,0.85
r3d_18,diving48,100,2,47,0.2355200945626478,0.21397273606730935,0.0,0.85
r3d_18,diving48,100,4,47,0.20576241134751774,0.22135321835515426,0.0,0.9
r3d_18,diving48,100,8,47,0.18808679500168865,0.18563719197123216,0.0,0.85
r3d_18,diving48,100,16,47,0.10159574468085106,0.13375881272461496,0.0,0.5
r3d_18,autsl,10,1,226,0.007545412203074056,0.03606618932302445,0.0,0.3
r3d_18,autsl,10,2,226,0.00575221238938053,0.03480243439082995,0.0,0.3
r3d_18,autsl,10,4,226,0.0055309734513274336,0.03531359720408876,0.0,0.3
r3d_18,autsl,10,8,226,0.005973451327433629,0.03912577103012878,0.0,0.4
r3d_18,autsl,10,16,226,0.005973451327433629,0.03912577103012878,0.0,0.4
r3d_18,autsl,25,1,226,0.026623940990772962,0.07147609420474327,0.0,0.7368421052631579
r3d_18,autsl,25,2,226,0.03344201210992082,0.09172515143669957,0.0,0.65
r3d_18,autsl,25,4,226,0.019492314857941315,0.08445041647681563,0.0,0.7
r3d_18,autsl,25,8,226,0.010619469026548674,0.06513279680216695,0.0,0.65
r3d_18,autsl,25,16,226,0.006858407079646018,0.043556832301235984,0.0,0.45
r3d_18,autsl,50,1,226,0.20660864610972834,0.21558623183727474,0.0,0.85
r3d_18,autsl,50,2,226,0.23825441418252183,0.23677063734307532,0.0,1.0
r3d_18,autsl,50,4,226,0.28209456271252487,0.2729533715747011,0.0,1.0
r3d_18,autsl,50,8,226,0.09260322200608236,0.18407821290982232,0.0,1.0
r3d_18,autsl,50,16,226,0.03036498716859823,0.11175295368431032,0.0,0.75
r3d_18,autsl,75,1,226,0.5749425154020144,0.24382311186826447,0.0,1.0
r3d_18,autsl,75,2,226,0.5566659111723703,0.24719413361711126,0.0,1.0
r3d_18,autsl,75,4,226,0.6278564841256628,0.22723253816605302,0.0,1.0
r3d_18,autsl,75,8,226,0.2333362633983884,0.24941446076318233,0.0,0.95
r3d_18,autsl,75,16,226,0.061444605788286435,0.16030313193173704,0.0,0.8
r3d_18,autsl,100,1,226,0.7479051498425318,0.19533928570472492,0.15,1.0
r3d_18,autsl,100,2,226,0.7506576986186018,0.1980116765398081,0.1,1.0
r3d_18,autsl,100,4,226,0.6782286784932404,0.22045929999468358,0.05,1.0
r3d_18,autsl,100,8,226,0.2707585303238608,0.2453737881337934,0.0,0.95
r3d_18,autsl,100,16,226,0.06439784499423121,0.1465298205629774,0.0,0.9
r3d_18,driveact,10,1,33,0.3180356680356681,0.36399076610616615,0.0,1.0
r3d_18,driveact,10,2,33,0.2915806415806416,0.3686645019084829,0.0,1.0
r3d_18,driveact,10,4,33,0.2897546897546898,0.36738849638143867,0.0,1.0
r3d_18,driveact,10,8,33,0.28520923520923525,0.36089828992623785,0.0,1.0
r3d_18,driveact,10,16,33,0.28520923520923525,0.36089828992623785,0.0,1.0
r3d_18,driveact,25,1,33,0.405609373791192,0.3669223463573042,0.0,1.0
r3d_18,driveact,25,2,33,0.3667850667850668,0.36958423462349527,0.0,1.0
r3d_18,driveact,25,4,33,0.351994301994302,0.3835410752716951,0.0,1.0
r3d_18,driveact,25,8,33,0.30827320827320825,0.3638364166474035,0.0,1.0
r3d_18,driveact,25,16,33,0.28520923520923525,0.36089828992623785,0.0,1.0
r3d_18,driveact,50,1,33,0.5253451935270117,0.34948213935028577,0.0,1.0
r3d_18,driveact,50,2,33,0.4438357938357938,0.36958948347837683,0.0,1.0
r3d_18,driveact,50,4,33,0.4188034188034188,0.3792248484303553,0.0,1.0
r3d_18,driveact,50,8,33,0.3352573352573353,0.37218271898710586,0.0,1.0
r3d_18,driveact,50,16,33,0.31657046657046656,0.36268624276106215,0.0,1.0
r3d_18,driveact,75,1,33,0.6083771447407811,0.3439219899962869,0.0,1.0
r3d_18,driveact,75,2,33,0.5695622559258924,0.35397836255588494,0.0,1.0
r3d_18,driveact,75,4,33,0.48608798608798615,0.3761541029682235,0.0,1.0
r3d_18,driveact,75,8,33,0.41207311207311204,0.3975874011964244,0.0,1.0
r3d_18,driveact,75,16,33,0.3536075036075036,0.36969467143756435,0.0,1.0
r3d_18,driveact,100,1,33,0.632521855249128,0.3450773736003889,0.0,1.0
r3d_18,driveact,100,2,33,0.6120902666357212,0.34801754804332813,0.0,1.0
r3d_18,driveact,100,4,33,0.5246699428517609,0.3855402287200077,0.0,1.0
r3d_18,driveact,100,8,33,0.4335701335701336,0.3954388323742794,0.0,1.0
r3d_18,driveact,100,16,33,0.3836940836940837,0.37901578126458707,0.0,1.0
r3d_18,epic_kitchens,10,1,89,0.12372075490053018,0.1543388234071997,0.0,0.6
r3d_18,epic_kitchens,10,2,89,0.11705943868865216,0.16771947569986134,0.0,0.8
r3d_18,epic_kitchens,10,4,89,0.11483454123903561,0.16426328589414685,0.0,0.8
r3d_18,epic_kitchens,10,8,89,0.08958931206122217,0.14331225755994526,0.0,0.6
r3d_18,epic_kitchens,10,16,89,0.05920724094881399,0.1141546507366017,0.0,0.5
r3d_18,epic_kitchens,25,1,89,0.18867081732250268,0.20326612306146336,0.0,1.0
r3d_18,epic_kitchens,25,2,89,0.18470702206657263,0.2046902189806703,0.0,1.0
r3d_18,epic_kitchens,25,4,89,0.15281385281385282,0.18281521779569204,0.0,0.8
r3d_18,epic_kitchens,25,8,89,0.13043111694797088,0.16561255693806215,0.0,0.6
r3d_18,epic_kitchens,25,16,89,0.09970613032410784,0.15125584816330556,0.0,0.6
r3d_18,epic_kitchens,50,1,89,0.22499594662516012,0.20646061667509963,0.0,0.65
r3d_18,epic_kitchens,50,2,89,0.239370835157352,0.2350457784335999,0.0,1.0
r3d_18,epic_kitchens,50,4,89,0.21238670817322503,0.21012167605908785,0.0,1.0
r3d_18,epic_kitchens,50,8,89,0.17565583604909446,0.1862718091158604,0.0,0.65
r3d_18,epic_kitchens,50,16,89,0.14436905167242248,0.16849742225243314,0.0,0.7
r3d_18,epic_kitchens,75,1,89,0.25283249833811633,0.2268481153405131,0.0,0.8
r3d_18,epic_kitchens,75,2,89,0.25372424080289246,0.239682810244076,0.0,1.0
r3d_18,epic_kitchens,75,4,89,0.25713475039317735,0.24240637461545986,0.0,1.0
r3d_18,epic_kitchens,75,8,89,0.19660773059649464,0.19656113501289763,0.0,0.7222222222222222
r3d_18,epic_kitchens,75,16,89,0.16413452340418633,0.18388723543825972,0.0,0.65
r3d_18,epic_kitchens,100,1,89,0.28284814436499833,0.24976697695093172,0.0,1.0
r3d_18,epic_kitchens,100,2,89,0.2760753603450233,0.2523771545072253,0.0,1.0
r3d_18,epic_kitchens,100,4,89,0.2771855797136696,0.2427547448488777,0.0,1.0
r3d_18,epic_kitchens,100,8,89,0.2198060054801628,0.2046326484579388,0.0,0.7
r3d_18,epic_kitchens,100,16,89,0.1712417108484524,0.18401170309300804,0.0,0.65
r3d_18,finegym,10,1,97,0.08020986745213549,0.19905336232202708,0.0,0.95
r3d_18,finegym,10,2,97,0.07792276704496232,0.1978831872795644,0.0,0.95
r3d_18,finegym,10,4,97,0.06616239279216841,0.1867018257061366,0.0,0.95
r3d_18,finegym,10,8,97,0.061039518900343655,0.18036987103728513,0.0,0.95
r3d_18,finegym,10,16,97,0.06052405498281787,0.18047316441160355,0.0,0.95
r3d_18,finegym,25,1,97,0.1077631794262288,0.22086525053886003,0.0,0.95
r3d_18,finegym,25,2,97,0.12593416034137683,0.21902107838740686,0.0,0.9
r3d_18,finegym,25,4,97,0.11179952990420258,0.20517446571733927,0.0,0.9166666666666666
r3d_18,finegym,25,8,97,0.08086255663415665,0.1995442940698479,0.0,0.9166666666666666
r3d_18,finegym,25,16,97,0.06829325056121201,0.18490256551100936,0.0,0.95
r3d_18,finegym,50,1,97,0.32314242858911074,0.31958657589817024,0.0,1.0
r3d_18,finegym,50,2,97,0.3353616442498061,0.29868524163111093,0.0,1.0
r3d_18,finegym,50,4,97,0.2281499952744088,0.264589008711718,0.0,1.0
r3d_18,finegym,50,8,97,0.11795996179833275,0.2024124391927884,0.0,0.9166666666666666
r3d_18,finegym,50,16,97,0.07759211932195559,0.18313323134251872,0.0,0.9166666666666666
r3d_18,finegym,75,1,97,0.584907004759946,0.34684367781921294,0.0,1.0
r3d_18,finegym,75,2,97,0.546311667517103,0.34573425236307176,0.0,1.0
r3d_18,finegym,75,4,97,0.36349403538170255,0.33085225289640513,0.0,1.0
r3d_18,finegym,75,8,97,0.16648208637971174,0.24199540842400855,0.0,0.9411764705882353
r3d_18,finegym,75,16,97,0.09068464064953165,0.18856876894863916,0.0,0.9166666666666666
r3d_18,finegym,100,1,97,0.7228217329147718,0.2592164888703163,0.0,1.0
r3d_18,finegym,100,2,97,0.6809167020922151,0.2776324779542632,0.0,1.0
r3d_18,finegym,100,4,97,0.4599244005403241,0.3095271616714898,0.0,1.0
r3d_18,finegym,100,8,97,0.2003539090856763,0.2713957488598214,0.0,1.0
r3d_18,finegym,100,16,97,0.10219737325080275,0.2051295615917244,0.0,0.9166666666666666
mc3_18,ucf101,10,1,101,0.751980198019802,0.25297438527242316,0.0,1.0
mc3_18,ucf101,10,2,101,0.7346534653465345,0.26643409825484293,0.0,1.0
mc3_18,ucf101,10,4,101,0.7128712871287128,0.2646368705742394,0.0,1.0
mc3_18,ucf101,10,8,101,0.6787128712871286,0.2786885837860483,0.0,1.0
mc3_18,ucf101,10,16,101,0.6504950495049505,0.2875321764172621,0.0,1.0
mc3_18,ucf101,25,1,101,0.8044554455445543,0.23195894139922588,0.0,1.0
mc3_18,ucf101,25,2,101,0.8019801980198018,0.23322958561031745,0.0,1.0
mc3_18,ucf101,25,4,101,0.7910891089108911,0.23338766458448057,0.0,1.0
mc3_18,ucf101,25,8,101,0.757920792079208,0.2509713801678716,0.0,1.0
mc3_18,ucf101,25,16,101,0.7034653465346534,0.2707634969620697,0.0,1.0
mc3_18,ucf101,50,1,101,0.8366336633663368,0.20927148505098717,0.05,1.0
mc3_18,ucf101,50,2,101,0.8361386138613862,0.21072717099144903,0.1,1.0
mc3_18,ucf101,50,4,101,0.8311881188118813,0.20625851317564017,0.1,1.0
mc3_18,ucf101,50,8,101,0.8212871287128714,0.2147494510648939,0.1,1.0
mc3_18,ucf101,50,16,101,0.7727722772277228,0.23372256549970175,0.1,1.0
mc3_18,ucf101,75,1,101,0.851980198019802,0.18733937013868815,0.15,1.0
mc3_18,ucf101,75,2,101,0.8534653465346533,0.18871372840132408,0.1,1.0
mc3_18,ucf101,75,4,101,0.8524752475247526,0.19004949850285877,0.15,1.0
mc3_18,ucf101,75,8,101,0.8391089108910891,0.1935980320659329,0.1,1.0
mc3_18,ucf101,75,16,101,0.8069306930693071,0.21920648974999538,0.1,1.0
mc3_18,ucf101,100,1,101,0.8539603960396039,0.18637102354132626,0.15,1.0
mc3_18,ucf101,100,2,101,0.8529702970297031,0.1886560073491191,0.1,1.0
mc3_18,ucf101,100,4,101,0.8534653465346534,0.18644803910775976,0.15,1.0
mc3_18,ucf101,100,8,101,0.8514851485148516,0.18620626272289478,0.15,1.0
mc3_18,ucf101,100,16,101,0.8252475247524752,0.19920137579547958,0.1,1.0
mc3_18,ssv2,10,1,174,0.03600049820291093,0.09895495263123294,0.0,0.7
mc3_18,ssv2,10,2,174,0.033363581367211126,0.10150303855708304,0.0,0.75
mc3_18,ssv2,10,4,174,0.032214156079854804,0.1007346284885288,0.0,0.75
mc3_18,ssv2,10,8,174,0.03106473079249849,0.09834371973469597,0.0,0.7
mc3_18,ssv2,10,16,174,0.03106473079249849,0.09834371973469597,0.0,0.7
mc3_18,ssv2,25,1,174,0.0804808251189163,0.11148968286696931,0.0,0.65
mc3_18,ssv2,25,2,174,0.05817201048598507,0.10338803301021052,0.0,0.6
mc3_18,ssv2,25,4,174,0.04490854417992242,0.100895449887947,0.0,0.7
mc3_18,ssv2,25,8,174,0.03485107291555461,0.09444699442326802,0.0,0.75
mc3_18,ssv2,25,16,174,0.03221415607985481,0.0995803771025675,0.0,0.7
mc3_18,ssv2,50,1,174,0.19725029556085397,0.16748047460381738,0.0,0.7
mc3_18,ssv2,50,2,174,0.18197899244392252,0.1594350250377115,0.0,0.7
mc3_18,ssv2,50,4,174,0.11257843730353607,0.13567933707010324,0.0,0.7
mc3_18,ssv2,50,8,174,0.04985380116959064,0.10710092838452104,0.0,0.75
mc3_18,ssv2,50,16,174,0.04084996975196612,0.10430262392640106,0.0,0.75
mc3_18,ssv2,75,1,174,0.31789465281978896,0.21025709953177238,0.0,1.0
mc3_18,ssv2,75,2,174,0.31269330075244456,0.20407106477807324,0.0,1.0
mc3_18,ssv2,75,4,174,0.24914452925755903,0.18823469756939362,0.0,0.8
mc3_18,ssv2,75,8,174,0.10282176593161968,0.13677970404772802,0.0,0.7
mc3_18,ssv2,75,16,174,0.05035121328224775,0.11540173081985178,0.0,0.8
mc3_18,ssv2,100,1,174,0.33360927250513034,0.21641069154948678,0.0,1.0
mc3_18,ssv2,100,2,174,0.3412108950254835,0.21589300124272995,0.0,1.0
mc3_18,ssv2,100,4,174,0.30576884867679677,0.20351558109881004,0.0,0.95
mc3_18,ssv2,100,8,174,0.15349238757814074,0.15897425124631753,0.0,0.7
mc3_18,ssv2,100,16,174,0.06813241126254897,0.12204487727934274,0.0,0.8
mc3_18,hmdb51,10,1,51,0.6150365581389075,0.27236998171702254,0.05,1.0
mc3_18,hmdb51,10,2,51,0.584800633359639,0.2855009920220391,0.0,1.0
mc3_18,hmdb51,10,4,51,0.5580153888180659,0.2899167134391647,0.0,1.0
mc3_18,hmdb51,10,8,51,0.5516758062013934,0.28606624849525214,0.0,1.0
mc3_18,hmdb51,10,16,51,0.5473973404291197,0.28874073253855026,0.0,1.0
mc3_18,hmdb51,25,1,51,0.6870995973208686,0.26285879312055394,0.1,1.0
mc3_18,hmdb51,25,2,51,0.6664305058108554,0.24793165009750248,0.1,1.0
mc3_18,hmdb51,25,4,51,0.6453868957283636,0.2687065948805554,0.1,1.0
mc3_18,hmdb51,25,8,51,0.6122575156653649,0.2803742935240181,0.0,1.0
mc3_18,hmdb51,25,16,51,0.580564745678113,0.2928107403240866,0.0,1.0
mc3_18,hmdb51,50,1,51,0.7393793379064733,0.21623776792969057,0.25,1.0
mc3_18,hmdb51,50,2,51,0.7374361750204037,0.2174283370053301,0.25,1.0
mc3_18,hmdb51,50,4,51,0.7212558260318233,0.24361946738011842,0.1,1.0
mc3_18,hmdb51,50,8,51,0.6885326662484739,0.27101410663842,0.1,1.0
mc3_18,hmdb51,50,16,51,0.6517008471775363,0.27058014197379504,0.1,1.0
mc3_18,hmdb51,75,1,51,0.7787191329920341,0.1760029113521381,0.3,1.0
mc3_18,hmdb51,75,2,51,0.7751515948656722,0.18054365734988226,0.25,1.0
mc3_18,hmdb51,75,4,51,0.7610143197285794,0.189522819499037,0.35,1.0
mc3_18,hmdb51,75,8,51,0.724662241917751,0.23621927952052302,0.2,1.0
mc3_18,hmdb51,75,16,51,0.6724830024889212,0.2625138113749835,0.125,1.0
mc3_18,hmdb51,100,1,51,0.7936148040227442,0.17659264873047725,0.25,1.0
mc3_18,hmdb51,100,2,51,0.7887237196220078,0.17248318957918507,0.25,1.0
mc3_18,hmdb51,100,4,51,0.7842155007857976,0.17983733552320808,0.2,1.0
mc3_18,hmdb51,100,8,51,0.7458256608456935,0.21755561072553647,0.15,1.0
mc3_18,hmdb51,100,16,51,0.698777882325961,0.2619703129051838,0.1,1.0
mc3_18,diving48,10,1,47,0.05638297872340425,0.11258669185227294,0.0,0.5
mc3_18,diving48,10,2,47,0.05,0.11033545687347407,0.0,0.55
mc3_18,diving48,10,4,47,0.057446808510638304,0.12246504532538866,0.0,0.6
mc3_18,diving48,10,8,47,0.05212765957446809,0.11226785071993181,0.0,0.6
mc3_18,diving48,10,16,47,0.05106382978723405,0.11204102592069436,0.0,0.5
mc3_18,diving48,25,1,47,0.08617021276595746,0.14472692714646468,0.0,0.55
mc3_18,diving48,25,2,47,0.0851063829787234,0.1451816304769205,0.0,0.55
mc3_18,diving48,25,4,47,0.09042553191489362,0.14986889120608507,0.0,0.65
mc3_18,diving48,25,8,47,0.07872340425531915,0.13977648339366047,0.0,0.6
mc3_18,diving48,25,16,47,0.06702127659574468,0.11945373660810793,0.0,0.55
mc3_18,diving48,50,1,47,0.18903664302600473,0.21000781056603113,0.0,0.8
mc3_18,diving48,50,2,47,0.18022205336035121,0.213580356468911,0.0,0.85
mc3_18,diving48,50,4,47,0.17364066193853428,0.21456452072720025,0.0,0.85
mc3_18,diving48,50,8,47,0.13356973995271865,0.18581600168598625,0.0,0.8
mc3_18,diving48,50,16,47,0.0738283966068697,0.14023475471542302,0.0,0.65
mc3_18,diving48,75,1,47,0.2567966903073286,0.27460495249563677,0.0,0.95
mc3_18,diving48,75,2,47,0.265628166160081,0.2794301827245579,0.0,0.95
mc3_18,diving48,75,4,47,0.2517139479905437,0.2718235972695741,0.0,0.95
mc3_18,diving48,75,8,47,0.20307328605200944,0.2469073566500175,0.0,0.8
mc3_18,diving48,75,16,47,0.12813238770685578,0.18753208440938746,0.0,0.7
mc3_18,diving48,100,1,47,0.26046099290780145,0.27991042004922356,0.0,0.95
mc3_18,diving48,100,2,47,0.2727245862884161,0.28786127874746636,0.0,0.9
mc3_18,diving48,100,4,47,0.2594562647754137,0.27764952327454123,0.0,0.95
mc3_18,diving48,100,8,47,0.24745862884160758,0.26575101312190713,0.0,0.9
mc3_18,diving48,100,16,47,0.15602836879432624,0.21502795941994493,0.0,0.75
mc3_18,autsl,10,1,226,0.012959944108057755,0.04493547963032334,0.0,0.5263157894736842
mc3_18,autsl,10,2,226,0.010305076851420587,0.04413506601519718,0.0,0.5263157894736842
mc3_18,autsl,10,4,226,0.008535165346995808,0.0424690480031791,0.0,0.5263157894736842
mc3_18,autsl,10,8,226,0.007428970656730322,0.04230614374440286,0.0,0.5789473684210527
mc3_18,autsl,10,16,226,0.007428970656730322,0.04230614374440286,0.0,0.5789473684210527
mc3_18,autsl,25,1,226,0.04777596646483465,0.09095467679739214,0.0,0.55
mc3_18,autsl,25,2,226,0.05377186894009273,0.1061447108741766,0.0,0.55
mc3_18,autsl,25,4,226,0.031061886018186192,0.08559212229420235,0.0,0.6842105263157895
mc3_18,autsl,25,8,226,0.01956134262430325,0.06263548694279227,0.0,0.631578947368421
mc3_18,autsl,25,16,226,0.013758443914749566,0.055745831019297594,0.0,0.6842105263157895
mc3_18,autsl,50,1,226,0.36025163170376057,0.25679605373044234,0.0,1.0
mc3_18,autsl,50,2,226,0.37080589726963603,0.2657844272849018,0.0,1.0
mc3_18,autsl,50,4,226,0.29610090154676993,0.2701862656701617,0.0,1.0
mc3_18,autsl,50,8,226,0.14876145769594903,0.23662827572695536,0.0,0.95
mc3_18,autsl,50,16,226,0.0788117482670758,0.16698469942546604,0.0,0.8947368421052632
mc3_18,autsl,75,1,226,0.6047421010012451,0.23434524021170652,0.0,1.0
mc3_18,autsl,75,2,226,0.599920450636395,0.23005708914354542,0.0,1.0
mc3_18,autsl,75,4,226,0.587866818678793,0.22413113601107174,0.05,1.0
mc3_18,autsl,75,8,226,0.31282394342615166,0.2474455279170506,0.0,1.0
mc3_18,autsl,75,16,226,0.13081248801337023,0.2175078859156628,0.0,1.0
mc3_18,autsl,100,1,226,0.6363222177612641,0.2155699083928439,0.05555555555555555,1.0
mc3_18,autsl,100,2,226,0.6307152675181593,0.21565902624251418,0.05555555555555555,1.0
