dataset,split,video_id,video_path,label,label_id,exists,readable,fps,num_frames,duration,width,height,error
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_2,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_3,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_4,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_5,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_5.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_6,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_6.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_7,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_7.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_8,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_8.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Compilationknifethrowing_throw_u_nm_np1_ba_med_9,data/HMDB51_data/videos/throw/Compilationknifethrowing_throw_u_nm_np1_ba_med_9.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_cm_np1_ba_med_74,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_cm_np1_ba_med_74.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_cm_np1_fr_bad_14,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_cm_np1_fr_bad_14.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_cm_np1_le_med_13,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_cm_np1_le_med_13.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_nm_np1_ba_bad_79,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_nm_np1_ba_bad_79.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_nm_np1_fr_med_84,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_nm_np1_fr_med_84.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_nm_np1_le_bad_76,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_nm_np1_le_bad_76.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_f_nm_np1_ri_bad_9,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_f_nm_np1_ri_bad_9.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_u_cm_np1_ba_med_6,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_u_cm_np1_ba_med_6.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_u_cm_np1_fr_med_2,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_u_cm_np1_fr_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_u_cm_np1_fr_med_33,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_u_cm_np1_fr_med_33.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Faith_Rewarded_throw_u_nm_np1_fr_bad_34,data/HMDB51_data/videos/throw/Faith_Rewarded_throw_u_nm_np1_fr_bad_34.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Fellowship_3_throw_u_nm_np1_fr_bad_4,data/HMDB51_data/videos/throw/Fellowship_3_throw_u_nm_np1_fr_bad_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Fellowship_5_throw_u_cm_np1_fr_med_9,data/HMDB51_data/videos/throw/Fellowship_5_throw_u_cm_np1_fr_med_9.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Fellowship_5_throw_u_cm_np1_ri_med_2,data/HMDB51_data/videos/throw/Fellowship_5_throw_u_cm_np1_ri_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Finding_Forrester_3_throw_u_nm_np1_fr_med_13,data/HMDB51_data/videos/throw/Finding_Forrester_3_throw_u_nm_np1_fr_med_13.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,HowtoParticipateinKnife_throw_f_cm_np1_le_med_1,data/HMDB51_data/videos/throw/HowtoParticipateinKnife_throw_f_cm_np1_le_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,HowtoParticipateinKnife_throw_u_cm_np1_ba_med_0,data/HMDB51_data/videos/throw/HowtoParticipateinKnife_throw_u_cm_np1_ba_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,IndianaJonesandTheTempleofDoom_throw_u_nm_np1_fr_med_4,data/HMDB51_data/videos/throw/IndianaJonesandTheTempleofDoom_throw_u_nm_np1_fr_med_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Knifethrowing1_throw_u_cm_np1_le_med_0,data/HMDB51_data/videos/throw/Knifethrowing1_throw_u_cm_np1_le_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_f_nm_np1_fr_med_1,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_f_nm_np1_fr_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Knifethrowing4knivestogethernospin_throw_f_nm_np1_ri_med_1,data/HMDB51_data/videos/throw/Knifethrowing4knivestogethernospin_throw_f_nm_np1_ri_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Knifethrowing4knivestogethernospin_throw_u_nm_np1_ba_med_0,data/HMDB51_data/videos/throw/Knifethrowing4knivestogethernospin_throw_u_nm_np1_ba_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_f_nm_np1_fr_med_2,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_f_nm_np1_fr_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_f_nm_np1_le_med_4,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_f_nm_np1_le_med_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_u_cm_np1_ba_med_6,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_u_cm_np1_ba_med_6.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_u_cm_np1_ri_med_7,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_u_cm_np1_ri_med_7.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_u_nm_np1_ba_med_0,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_u_nm_np1_ba_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_u_nm_np1_ba_med_3,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_u_nm_np1_ba_med_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowingJackDaggerDemoReel_throw_u_nm_np1_fr_med_5,data/HMDB51_data/videos/throw/KnifeThrowingJackDaggerDemoReel_throw_u_nm_np1_fr_med_5.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowing_throw_f_nm_np1_le_med_0,data/HMDB51_data/videos/throw/KnifeThrowing_throw_f_nm_np1_le_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowing_throw_f_nm_np1_le_med_1,data/HMDB51_data/videos/throw/KnifeThrowing_throw_f_nm_np1_le_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowing_throw_f_nm_np1_le_med_2,data/HMDB51_data/videos/throw/KnifeThrowing_throw_f_nm_np1_le_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowing_throw_f_nm_np1_le_med_3,data/HMDB51_data/videos/throw/KnifeThrowing_throw_f_nm_np1_le_med_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KnifeThrowing_throw_f_nm_np1_le_med_4,data/HMDB51_data/videos/throw/KnifeThrowing_throw_f_nm_np1_le_med_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,KUNG_FU_HUSTLE_throw_u_cm_np1_fr_med_1,data/HMDB51_data/videos/throw/KUNG_FU_HUSTLE_throw_u_cm_np1_fr_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,LittleChildren_throw_u_nm_np1_fr_med_8,data/HMDB51_data/videos/throw/LittleChildren_throw_u_nm_np1_fr_med_8.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,NOVA_ELEGANTUNIVERSE2_throw_f_nm_np1_fr_med_2,data/HMDB51_data/videos/throw/NOVA_ELEGANTUNIVERSE2_throw_f_nm_np1_fr_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Pirates_4_throw_u_nm_np1_ba_med_4,data/HMDB51_data/videos/throw/Pirates_4_throw_u_nm_np1_ba_med_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Pirates_6_throw_u_cm_np1_fr_med_3,data/HMDB51_data/videos/throw/Pirates_6_throw_u_cm_np1_fr_med_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Prelinger_ActYourA1949_throw_f_cm_np1_ri_med_8,data/HMDB51_data/videos/throw/Prelinger_ActYourA1949_throw_f_cm_np1_ri_med_8.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Prelinger_ActYourA1949_throw_u_nm_np1_ri_med_13,data/HMDB51_data/videos/throw/Prelinger_ActYourA1949_throw_u_nm_np1_ri_med_13.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,prelinger_they_grow_up_so_fast_1_throw_f_nm_np1_fr_med_8,data/HMDB51_data/videos/throw/prelinger_they_grow_up_so_fast_1_throw_f_nm_np1_fr_med_8.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Return_of_the_King_12_throw_f_nm_np1_fr_med_0,data/HMDB51_data/videos/throw/Return_of_the_King_12_throw_f_nm_np1_fr_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,SchoolRulesHowTheyHelpUs_throw_f_nm_np1_ba_med_3,data/HMDB51_data/videos/throw/SchoolRulesHowTheyHelpUs_throw_f_nm_np1_ba_med_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,ScottKazmir_throw_f_cm_np1_fr_med_0,data/HMDB51_data/videos/throw/ScottKazmir_throw_f_cm_np1_fr_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,ScottKazmir_throw_f_cm_np1_fr_med_1,data/HMDB51_data/videos/throw/ScottKazmir_throw_f_cm_np1_fr_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,ScottKazmir_throw_f_cm_np1_fr_med_2,data/HMDB51_data/videos/throw/ScottKazmir_throw_f_cm_np1_fr_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Shadow_of_a_Doubt_throw_u_cm_np1_ba_med_0,data/HMDB51_data/videos/throw/Shadow_of_a_Doubt_throw_u_cm_np1_ba_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Shadow_of_a_Doubt_throw_u_cm_np1_fr_med_5,data/HMDB51_data/videos/throw/Shadow_of_a_Doubt_throw_u_cm_np1_fr_med_5.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Two_Towers_6_throw_h_cm_np1_fr_bad_3,data/HMDB51_data/videos/throw/Two_Towers_6_throw_h_cm_np1_fr_bad_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Veoh_Alpha_Dog_1_throw_f_cm_np1_le_med_5,data/HMDB51_data/videos/throw/Veoh_Alpha_Dog_1_throw_f_cm_np1_le_med_5.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Veoh_Alpha_Dog_1_throw_f_cm_np2_fr_med_57,data/HMDB51_data/videos/throw/Veoh_Alpha_Dog_1_throw_f_cm_np2_fr_med_57.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Veoh_Alpha_Dog_1_throw_u_nm_np1_ri_med_25,data/HMDB51_data/videos/throw/Veoh_Alpha_Dog_1_throw_u_nm_np1_ri_med_25.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Wayne_Rooney_At_Home_Funny_Must_See_throw_u_cm_np1_fr_bad_1,data/HMDB51_data/videos/throw/Wayne_Rooney_At_Home_Funny_Must_See_throw_u_cm_np1_fr_bad_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_0,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_0.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_1,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_1.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_2,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_2.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_3,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_3.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_4,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_4.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_5,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_5.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_6,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_6.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,Webbpitching0045-8-08_throw_f_cm_np1_ba_med_7,data/HMDB51_data/videos/throw/Webbpitching0045-8-08_throw_f_cm_np1_ba_med_7.avi,throw,47,True,,,,,,,not_probed
hmdb51,all,20060723sfjffcomeback_turn_u_nm_np1_le_med_0,data/HMDB51_data/videos/turn/20060723sfjffcomeback_turn_u_nm_np1_le_med_0.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,20060723sfjffkillerskiss_turn_f_cm_np1_ri_med_0,data/HMDB51_data/videos/turn/20060723sfjffkillerskiss_turn_f_cm_np1_ri_med_0.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,21_turn_h_cm_np1_fr_goo_12,data/HMDB51_data/videos/turn/21_turn_h_cm_np1_fr_goo_12.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,21_turn_h_cm_np1_fr_goo_13,data/HMDB51_data/videos/turn/21_turn_h_cm_np1_fr_goo_13.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,21_turn_h_nm_np1_fr_goo_14,data/HMDB51_data/videos/turn/21_turn_h_nm_np1_fr_goo_14.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,21_turn_h_nm_np1_fr_goo_4,data/HMDB51_data/videos/turn/21_turn_h_nm_np1_fr_goo_4.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,21_turn_h_nm_np1_ri_goo_8,data/HMDB51_data/videos/turn/21_turn_h_nm_np1_ri_goo_8.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,21_turn_u_nm_np1_ba_goo_6,data/HMDB51_data/videos/turn/21_turn_u_nm_np1_ba_goo_6.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,310ToYuma_turn_h_nm_np1_ba_med_1,data/HMDB51_data/videos/turn/310ToYuma_turn_h_nm_np1_ba_med_1.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,310ToYuma_turn_u_nm_np1_ba_med_0,data/HMDB51_data/videos/turn/310ToYuma_turn_u_nm_np1_ba_med_0.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,50_FIRST_DATES_turn_f_cm_np1_fr_med_11,data/HMDB51_data/videos/turn/50_FIRST_DATES_turn_f_cm_np1_fr_med_11.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,50_FIRST_DATES_turn_f_nm_np1_le_bad_9,data/HMDB51_data/videos/turn/50_FIRST_DATES_turn_f_nm_np1_le_bad_9.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,50_FIRST_DATES_turn_h_nm_np1_fr_goo_23,data/HMDB51_data/videos/turn/50_FIRST_DATES_turn_h_nm_np1_fr_goo_23.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,50_FIRST_DATES_turn_u_nm_np1_fr_med_6,data/HMDB51_data/videos/turn/50_FIRST_DATES_turn_u_nm_np1_fr_med_6.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,Age13_1_turn_u_nm_np1_fr_med_0,data/HMDB51_data/videos/turn/Age13_1_turn_u_nm_np1_fr_med_0.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_h_cm_np1_ba_goo_8,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_h_cm_np1_ba_goo_8.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_h_nm_np1_fr_med_18,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_h_nm_np1_fr_med_18.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_h_nm_np1_fr_med_2,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_h_nm_np1_fr_med_2.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_h_nm_np1_le_med_3,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_h_nm_np1_le_med_3.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_h_nm_np1_ri_goo_14,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_h_nm_np1_ri_goo_14.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_h_nm_np1_ri_goo_6,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_h_nm_np1_ri_goo_6.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_u_cm_np1_ba_med_12,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_u_cm_np1_ba_med_12.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_u_cm_np1_le_med_7,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_u_cm_np1_le_med_7.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_u_nm_np1_ba_med_1,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_u_nm_np1_ba_med_1.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AgentCodyBanks_turn_u_nm_np1_fr_med_15,data/HMDB51_data/videos/turn/AgentCodyBanks_turn_u_nm_np1_fr_med_15.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,AmericanGangster_turn_u_cm_np1_fr_med_7,data/HMDB51_data/videos/turn/AmericanGangster_turn_u_cm_np1_fr_med_7.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,americanthrift2_turn_u_cm_np1_fr_med_0,data/HMDB51_data/videos/turn/americanthrift2_turn_u_cm_np1_fr_med_0.avi,turn,48,True,,,,,,,not_probed
hmdb51,all,APOCALYPTO_turn_u_nm_np1_fr_goo_2,data/HMDB51_data/videos/turn/APOCALYPTO_turn_u_nm_np1_fr_goo_2.avi,turn,48,True,,,,,,,not_probed
