dataset,split,video_id,video_path,label,label_clean,label_id,exists
somethingv2,validation,43077,data/Something_data/videos/43077.webm,Moving [something] up,Moving something up,45,False
somethingv2,validation,187851,data/Something_data/videos/187851.webm,Pretending to pick [something] up,Pretending to pick something up,68,False
somethingv2,validation,163577,data/Something_data/videos/163577.webm,Pretending to pick [something] up,Pretending to pick something up,68,False
somethingv2,validation,100961,data/Something_data/videos/100961.webm,Folding [something],Folding something,14,False
somethingv2,validation,217607,data/Something_data/videos/217607.webm,Folding [something],Folding something,14,False
somethingv2,validation,51932,data/Something_data/videos/51932.webm,Covering [something] with [something],Covering something with something,6,False
somethingv2,validation,162318,data/Something_data/videos/162318.webm,Covering [something] with [something],Covering something with something,6,False
somethingv2,validation,129298,data/Something_data/videos/129298.webm,Dropping [something] in front of [something],Dropping something in front of something,9,False
somethingv2,validation,73765,data/Something_data/videos/73765.webm,Dropping [something] in front of [something],Dropping something in front of something,9,False
somethingv2,validation,91655,data/Something_data/videos/91655.webm,Tearing [something] into two pieces,Tearing something into two pieces,149,False
somethingv2,validation,52979,data/Something_data/videos/52979.webm,Tearing [something] into two pieces,Tearing something into two pieces,149,False
somethingv2,validation,110273,data/Something_data/videos/110273.webm,"Tipping [something] with [something in it] over, so [something in it] falls out","Tipping something with something in it over, so something in it falls out",159,False
somethingv2,validation,199536,data/Something_data/videos/199536.webm,"Tipping [something] with [something in it] over, so [something in it] falls out","Tipping something with something in it over, so something in it falls out",159,False
somethingv2,validation,142505,data/Something_data/videos/142505.webm,Hitting [something] with [something],Hitting something with something,15,False
somethingv2,validation,196688,data/Something_data/videos/196688.webm,Hitting [something] with [something],Hitting something with something,15,False
somethingv2,validation,49262,data/Something_data/videos/49262.webm,Holding [something] next to [something],Holding something next to something,19,False
somethingv2,validation,30027,data/Something_data/videos/30027.webm,Holding [something] next to [something],Holding something next to something,19,False
somethingv2,validation,47452,data/Something_data/videos/47452.webm,Stuffing [something] into [something],Stuffing something into something,145,False
somethingv2,validation,152026,data/Something_data/videos/152026.webm,Stuffing [something] into [something],Stuffing something into something,145,False
somethingv2,validation,86545,data/Something_data/videos/86545.webm,Taking [something] from [somewhere],Taking something from somewhere,147,False
somethingv2,validation,214420,data/Something_data/videos/214420.webm,Taking [something] from [somewhere],Taking something from somewhere,147,False
somethingv2,validation,138988,data/Something_data/videos/138988.webm,Pushing [something] from left to right,Pushing something from left to right,93,False
somethingv2,validation,20135,data/Something_data/videos/20135.webm,Pushing [something] from left to right,Pushing something from left to right,93,False
somethingv2,validation,110948,data/Something_data/videos/110948.webm,"Lifting up one end of [something], then letting it drop down","Lifting up one end of something, then letting it drop down",31,False
somethingv2,validation,186354,data/Something_data/videos/186354.webm,"Lifting up one end of [something], then letting it drop down","Lifting up one end of something, then letting it drop down",31,False
somethingv2,validation,205018,data/Something_data/videos/205018.webm,Letting [something] roll down a slanted surface,Letting something roll down a slanted surface,23,False
somethingv2,validation,20255,data/Something_data/videos/20255.webm,Letting [something] roll down a slanted surface,Letting something roll down a slanted surface,23,False
somethingv2,validation,98828,data/Something_data/videos/98828.webm,Burying [something] in [something],Burying something in something,4,False
somethingv2,validation,138291,data/Something_data/videos/138291.webm,Burying [something] in [something],Burying something in something,4,False
somethingv2,validation,186022,data/Something_data/videos/186022.webm,Showing [something] behind [something],Showing something behind something,125,False
somethingv2,validation,37970,data/Something_data/videos/37970.webm,Showing [something] behind [something],Showing something behind something,125,False
somethingv2,validation,209781,data/Something_data/videos/209781.webm,Putting [something] on a flat surface without letting it roll,Putting something on a flat surface without letting it roll,108,False
somethingv2,validation,139776,data/Something_data/videos/139776.webm,Putting [something] on a flat surface without letting it roll,Putting something on a flat surface without letting it roll,108,False
somethingv2,validation,121738,data/Something_data/videos/121738.webm,Unfolding [something],Unfolding something,172,False
somethingv2,validation,15622,data/Something_data/videos/15622.webm,Unfolding [something],Unfolding something,172,False
somethingv2,validation,139178,data/Something_data/videos/139178.webm,Putting [something] into [something],Putting something into something,106,False
somethingv2,validation,156862,data/Something_data/videos/156862.webm,Putting [something] into [something],Putting something into something,106,False
somethingv2,validation,12990,data/Something_data/videos/12990.webm,Turning [something] upside down,Turning something upside down,164,False
somethingv2,validation,79514,data/Something_data/videos/79514.webm,Turning [something] upside down,Turning something upside down,164,False
somethingv2,validation,136478,data/Something_data/videos/136478.webm,Moving [something] away from the camera,Moving something away from the camera,41,False
somethingv2,validation,108506,data/Something_data/videos/108506.webm,Moving [something] away from the camera,Moving something away from the camera,41,False
somethingv2,validation,129682,data/Something_data/videos/129682.webm,Spinning [something] so it continues spinning,Spinning something so it continues spinning,139,False
somethingv2,validation,50133,data/Something_data/videos/50133.webm,Spinning [something] so it continues spinning,Spinning something so it continues spinning,139,False
somethingv2,validation,198898,data/Something_data/videos/198898.webm,"Removing [something], revealing [something] behind","Removing something, revealing something behind",121,False
somethingv2,validation,19977,data/Something_data/videos/19977.webm,"Removing [something], revealing [something] behind","Removing something, revealing something behind",121,False
somethingv2,validation,195416,data/Something_data/videos/195416.webm,Tilting [something] with [something] on it until it falls off,Tilting something with something on it until it falls off,157,False
somethingv2,validation,161453,data/Something_data/videos/161453.webm,Tilting [something] with [something] on it until it falls off,Tilting something with something on it until it falls off,157,False
somethingv2,validation,63526,data/Something_data/videos/63526.webm,Plugging [something] into [something],Plugging something into something,49,False
somethingv2,validation,187029,data/Something_data/videos/187029.webm,Plugging [something] into [something],Plugging something into something,49,False
somethingv2,validation,135321,data/Something_data/videos/135321.webm,Moving [something] down,Moving something down,43,False
somethingv2,validation,114789,data/Something_data/videos/114789.webm,Moving [something] down,Moving something down,43,False
somethingv2,validation,170330,data/Something_data/videos/170330.webm,Opening [something],Opening something,46,False
somethingv2,validation,138149,data/Something_data/videos/138149.webm,Opening [something],Opening something,46,False
somethingv2,validation,160555,data/Something_data/videos/160555.webm,Moving [something] closer to [something],Moving something closer to something,42,False
somethingv2,validation,12718,data/Something_data/videos/12718.webm,Moving [something] closer to [something],Moving something closer to something,42,False
somethingv2,validation,63693,data/Something_data/videos/63693.webm,Letting [something] roll along a flat surface,Letting something roll along a flat surface,22,False
somethingv2,validation,58619,data/Something_data/videos/58619.webm,Letting [something] roll along a flat surface,Letting something roll along a flat surface,22,False
somethingv2,validation,13464,data/Something_data/videos/13464.webm,[Something] falling like a rock,Something falling like a rock,135,False
somethingv2,validation,203983,data/Something_data/videos/203983.webm,[Something] falling like a rock,Something falling like a rock,135,False
somethingv2,validation,112335,data/Something_data/videos/112335.webm,Moving [something] and [something] away from each other,Moving something and something away from each other,36,False
somethingv2,validation,181432,data/Something_data/videos/181432.webm,Moving [something] and [something] away from each other,Moving something and something away from each other,36,False
somethingv2,validation,42428,data/Something_data/videos/42428.webm,"Putting [something] that can't roll onto a slanted surface, so it stays where it is","Putting something that can't roll onto a slanted surface, so it stays where it is",116,False
somethingv2,validation,110705,data/Something_data/videos/110705.webm,"Putting [something] that can't roll onto a slanted surface, so it stays where it is","Putting something that can't roll onto a slanted surface, so it stays where it is",116,False
somethingv2,validation,6921,data/Something_data/videos/6921.webm,Stacking [number of] [something],Stacking number of something,144,False
somethingv2,validation,136195,data/Something_data/videos/136195.webm,Stacking [number of] [something],Stacking number of something,144,False
somethingv2,validation,200178,data/Something_data/videos/200178.webm,Dropping [something] into [something],Dropping something into something,10,False
somethingv2,validation,184324,data/Something_data/videos/184324.webm,Dropping [something] into [something],Dropping something into something,10,True
somethingv2,validation,36868,data/Something_data/videos/36868.webm,Showing [something] to the camera,Showing something to the camera,128,False
somethingv2,validation,168685,data/Something_data/videos/168685.webm,Showing [something] to the camera,Showing something to the camera,128,False
somethingv2,validation,85142,data/Something_data/videos/85142.webm,Pretending to put [something] on a surface,Pretending to put something on a surface,74,False
somethingv2,validation,81888,data/Something_data/videos/81888.webm,Pretending to put [something] on a surface,Pretending to put something on a surface,74,False
somethingv2,validation,129948,data/Something_data/videos/129948.webm,Pretending to scoop [something] up with [something],Pretending to scoop something up with something,77,False
somethingv2,validation,152741,data/Something_data/videos/152741.webm,Pretending to scoop [something] up with [something],Pretending to scoop something up with something,77,False
somethingv2,validation,207869,data/Something_data/videos/207869.webm,Holding [something] over [something],Holding something over something,20,False
somethingv2,validation,205658,data/Something_data/videos/205658.webm,Holding [something] over [something],Holding something over something,20,False
somethingv2,validation,112179,data/Something_data/videos/112179.webm,Pushing [something] so that it almost falls off but doesn't,Pushing something so that it almost falls off but doesn't,98,False
somethingv2,validation,26207,data/Something_data/videos/26207.webm,Pushing [something] so that it almost falls off but doesn't,Pushing something so that it almost falls off but doesn't,98,False
somethingv2,validation,56752,data/Something_data/videos/56752.webm,Throwing [something] in the air and letting it fall,Throwing something in the air and letting it fall,154,False
somethingv2,validation,195700,data/Something_data/videos/195700.webm,Throwing [something] in the air and letting it fall,Throwing something in the air and letting it fall,154,False
somethingv2,validation,205081,data/Something_data/videos/205081.webm,Putting [something similar to other things that are already on the table],Putting something similar to other things that are already on the table,114,False
somethingv2,validation,125394,data/Something_data/videos/125394.webm,Putting [something similar to other things that are already on the table],Putting something similar to other things that are already on the table,114,False
somethingv2,validation,186424,data/Something_data/videos/186424.webm,Taking [one of many similar things on the table],Taking one of many similar things on the table,146,False
somethingv2,validation,148258,data/Something_data/videos/148258.webm,Taking [one of many similar things on the table],Taking one of many similar things on the table,146,False
somethingv2,validation,140727,data/Something_data/videos/140727.webm,Dropping [something] onto [something],Dropping something onto something,12,False
somethingv2,validation,28864,data/Something_data/videos/28864.webm,Dropping [something] onto [something],Dropping something onto something,12,False
somethingv2,validation,191570,data/Something_data/videos/191570.webm,Putting [something] on a surface,Putting something on a surface,109,False
somethingv2,validation,124156,data/Something_data/videos/124156.webm,Putting [something] on a surface,Putting something on a surface,109,False
somethingv2,validation,146988,data/Something_data/videos/146988.webm,Dropping [something] behind [something],Dropping something behind something,8,False
somethingv2,validation,150963,data/Something_data/videos/150963.webm,Dropping [something] behind [something],Dropping something behind something,8,False
somethingv2,validation,218376,data/Something_data/videos/218376.webm,"Putting [something], [something] and [something] on the table","Putting something, something and something on the table",120,False
somethingv2,validation,142577,data/Something_data/videos/142577.webm,"Putting [something], [something] and [something] on the table","Putting something, something and something on the table",120,False
somethingv2,validation,146870,data/Something_data/videos/146870.webm,Putting [number of] [something] onto [something],Putting number of something onto something,102,False
somethingv2,validation,48313,data/Something_data/videos/48313.webm,Putting [number of] [something] onto [something],Putting number of something onto something,102,False
somethingv2,validation,169724,data/Something_data/videos/169724.webm,Approaching [something] with your camera,Approaching something with your camera,0,False
somethingv2,validation,108286,data/Something_data/videos/108286.webm,Approaching [something] with your camera,Approaching something with your camera,0,False
somethingv2,validation,60118,data/Something_data/videos/60118.webm,"Putting [something] that can't roll onto a slanted surface, so it slides down","Putting something that can't roll onto a slanted surface, so it slides down",115,False
somethingv2,validation,118368,data/Something_data/videos/118368.webm,"Putting [something] that can't roll onto a slanted surface, so it slides down","Putting something that can't roll onto a slanted surface, so it slides down",115,False
somethingv2,validation,23005,data/Something_data/videos/23005.webm,Putting [something] in front of [something],Putting something in front of something,105,False
somethingv2,validation,85067,data/Something_data/videos/85067.webm,Putting [something] in front of [something],Putting something in front of something,105,False
somethingv2,validation,119331,data/Something_data/videos/119331.webm,Uncovering [something],Uncovering something,171,False
somethingv2,validation,102538,data/Something_data/videos/102538.webm,Uncovering [something],Uncovering something,171,False
somethingv2,validation,40731,data/Something_data/videos/40731.webm,Pretending to open [something] without actually opening it,Pretending to open something without actually opening it,67,False
somethingv2,validation,68045,data/Something_data/videos/68045.webm,Pretending to open [something] without actually opening it,Pretending to open something without actually opening it,67,False
somethingv2,validation,164766,data/Something_data/videos/164766.webm,Lifting [something] with [something] on it,Lifting something with something on it,29,False
somethingv2,validation,43192,data/Something_data/videos/43192.webm,Lifting [something] with [something] on it,Lifting something with something on it,29,True
somethingv2,validation,113012,data/Something_data/videos/113012.webm,Pretending or failing to wipe [something] off of [something],Pretending or failing to wipe something off of something,63,False
somethingv2,validation,145252,data/Something_data/videos/145252.webm,Pretending or failing to wipe [something] off of [something],Pretending or failing to wipe something off of something,63,False
somethingv2,validation,175216,data/Something_data/videos/175216.webm,Pretending to put [something] onto [something],Pretending to put something onto something,75,False
somethingv2,validation,17119,data/Something_data/videos/17119.webm,Pretending to put [something] onto [something],Pretending to put something onto something,75,False
somethingv2,validation,63496,data/Something_data/videos/63496.webm,Turning the camera downwards while filming [something],Turning the camera downwards while filming something,165,False
somethingv2,validation,21992,data/Something_data/videos/21992.webm,Turning the camera downwards while filming [something],Turning the camera downwards while filming something,165,False
somethingv2,validation,193283,data/Something_data/videos/193283.webm,"Pretending to pour [something] out of [something], but [something] is empty","Pretending to pour something out of something, but something is empty",70,False
somethingv2,validation,9806,data/Something_data/videos/9806.webm,"Pretending to pour [something] out of [something], but [something] is empty","Pretending to pour something out of something, but something is empty",70,False
somethingv2,validation,168008,data/Something_data/videos/168008.webm,Pretending to close [something] without actually closing it,Pretending to close something without actually closing it,66,False
somethingv2,validation,83790,data/Something_data/videos/83790.webm,Pretending to close [something] without actually closing it,Pretending to close something without actually closing it,66,False
somethingv2,validation,201874,data/Something_data/videos/201874.webm,Spilling [something] next to [something],Spilling something next to something,137,False
somethingv2,validation,33458,data/Something_data/videos/33458.webm,Spilling [something] next to [something],Spilling something next to something,137,False
somethingv2,validation,210975,data/Something_data/videos/210975.webm,Touching (without moving) [part] of [something],Touching (without moving) part of something,160,False
somethingv2,validation,161611,data/Something_data/videos/161611.webm,Touching (without moving) [part] of [something],Touching (without moving) part of something,160,False
somethingv2,validation,214845,data/Something_data/videos/214845.webm,Pretending to poke [something],Pretending to poke something,69,False
somethingv2,validation,26650,data/Something_data/videos/26650.webm,Pretending to poke [something],Pretending to poke something,69,False
somethingv2,validation,220118,data/Something_data/videos/220118.webm,Holding [something],Holding something,16,False
somethingv2,validation,125909,data/Something_data/videos/125909.webm,Holding [something],Holding something,16,False
somethingv2,validation,27356,data/Something_data/videos/27356.webm,[Something] being deflected from [something],Something being deflected from something,131,False
somethingv2,validation,215596,data/Something_data/videos/215596.webm,[Something] being deflected from [something],Something being deflected from something,131,False
somethingv2,validation,160256,data/Something_data/videos/160256.webm,Pretending to be tearing [something that is not tearable],Pretending to be tearing something that is not tearable,65,False
somethingv2,validation,174356,data/Something_data/videos/174356.webm,Pretending to be tearing [something that is not tearable],Pretending to be tearing something that is not tearable,65,False
somethingv2,validation,116350,data/Something_data/videos/116350.webm,Pushing [something] from right to left,Pushing something from right to left,94,False
somethingv2,validation,62117,data/Something_data/videos/62117.webm,Pushing [something] from right to left,Pushing something from right to left,94,False
somethingv2,validation,92843,data/Something_data/videos/92843.webm,Pretending to put [something] next to [something],Pretending to put something next to something,73,False
somethingv2,validation,141735,data/Something_data/videos/141735.webm,Pretending to put [something] next to [something],Pretending to put something next to something,73,False
somethingv2,validation,60790,data/Something_data/videos/60790.webm,Pulling two ends of [something] so that it gets stretched,Pulling two ends of something so that it gets stretched,91,False
somethingv2,validation,111338,data/Something_data/videos/111338.webm,Pulling two ends of [something] so that it gets stretched,Pulling two ends of something so that it gets stretched,91,False
somethingv2,validation,168896,data/Something_data/videos/168896.webm,Poking [something] so that it falls over,Poking something so that it falls over,57,False
somethingv2,validation,218431,data/Something_data/videos/218431.webm,Poking [something] so that it falls over,Poking something so that it falls over,57,False
somethingv2,validation,212550,data/Something_data/videos/212550.webm,Pouring [something] into [something],Pouring something into something,59,False
somethingv2,validation,170835,data/Something_data/videos/170835.webm,Pouring [something] into [something],Pouring something into something,59,False
somethingv2,validation,52709,data/Something_data/videos/52709.webm,Pushing [something] with [something],Pushing something with something,101,False
somethingv2,validation,175214,data/Something_data/videos/175214.webm,Pushing [something] with [something],Pushing something with something,101,False
somethingv2,validation,172124,data/Something_data/videos/172124.webm,Moving [something] and [something] closer to each other,Moving something and something closer to each other,37,False
somethingv2,validation,200694,data/Something_data/videos/200694.webm,Moving [something] and [something] closer to each other,Moving something and something closer to each other,37,False
somethingv2,validation,163782,data/Something_data/videos/163782.webm,Taking [something] out of [something],Taking something out of something,148,False
somethingv2,validation,3916,data/Something_data/videos/3916.webm,Taking [something] out of [something],Taking something out of something,148,False
somethingv2,validation,180626,data/Something_data/videos/180626.webm,Pretending to turn [something] upside down,Pretending to turn something upside down,84,False
somethingv2,validation,14914,data/Something_data/videos/14914.webm,Pretending to turn [something] upside down,Pretending to turn something upside down,84,False
somethingv2,validation,84353,data/Something_data/videos/84353.webm,Rolling [something] on a flat surface,Rolling something on a flat surface,122,False
somethingv2,validation,185409,data/Something_data/videos/185409.webm,Rolling [something] on a flat surface,Rolling something on a flat surface,122,True
somethingv2,validation,88320,data/Something_data/videos/88320.webm,Tilting [something] with [something] on it slightly so it doesn't fall down,Tilting something with something on it slightly so it doesn't fall down,156,False
somethingv2,validation,155002,data/Something_data/videos/155002.webm,Tilting [something] with [something] on it slightly so it doesn't fall down,Tilting something with something on it slightly so it doesn't fall down,156,False
somethingv2,validation,220729,data/Something_data/videos/220729.webm,Throwing [something] onto a surface,Throwing something onto a surface,155,False
somethingv2,validation,110768,data/Something_data/videos/110768.webm,Throwing [something] onto a surface,Throwing something onto a surface,155,False
somethingv2,validation,74760,data/Something_data/videos/74760.webm,Putting [something] behind [something],Putting something behind something,104,False
somethingv2,validation,212065,data/Something_data/videos/212065.webm,Putting [something] behind [something],Putting something behind something,104,False
somethingv2,validation,170385,data/Something_data/videos/170385.webm,Twisting (wringing) [something] wet until water comes out,Twisting (wringing) something wet until water comes out,169,False
somethingv2,validation,105930,data/Something_data/videos/105930.webm,Twisting (wringing) [something] wet until water comes out,Twisting (wringing) something wet until water comes out,169,False
somethingv2,validation,218634,data/Something_data/videos/218634.webm,Showing that [something] is empty,Showing that something is empty,129,False
somethingv2,validation,75836,data/Something_data/videos/75836.webm,Showing that [something] is empty,Showing that something is empty,129,False
somethingv2,validation,76344,data/Something_data/videos/76344.webm,Plugging [something] into [something] but pulling it right out as you remove your hand,Plugging something into something but pulling it right out as you remove your hand,50,False
somethingv2,validation,182914,data/Something_data/videos/182914.webm,Plugging [something] into [something] but pulling it right out as you remove your hand,Plugging something into something but pulling it right out as you remove your hand,50,False
somethingv2,validation,13099,data/Something_data/videos/13099.webm,Closing [something],Closing something,5,False
somethingv2,validation,199250,data/Something_data/videos/199250.webm,Closing [something],Closing something,5,False
somethingv2,validation,159601,data/Something_data/videos/159601.webm,Pretending to throw [something],Pretending to throw something,83,False
somethingv2,validation,7055,data/Something_data/videos/7055.webm,Pretending to throw [something],Pretending to throw something,83,False
somethingv2,validation,189363,data/Something_data/videos/189363.webm,Pretending to take [something] from [somewhere],Pretending to take something from somewhere,81,False
somethingv2,validation,129105,data/Something_data/videos/129105.webm,Pretending to take [something] from [somewhere],Pretending to take something from somewhere,81,False
somethingv2,validation,52371,data/Something_data/videos/52371.webm,Attaching [something] to [something],Attaching something to something,1,False
somethingv2,validation,18320,data/Something_data/videos/18320.webm,Attaching [something] to [something],Attaching something to something,1,False
somethingv2,validation,162371,data/Something_data/videos/162371.webm,Pretending to put [something] behind [something],Pretending to put something behind something,71,False
somethingv2,validation,91923,data/Something_data/videos/91923.webm,Pretending to put [something] behind [something],Pretending to put something behind something,71,False
somethingv2,validation,217121,data/Something_data/videos/217121.webm,Turning the camera right while filming [something],Turning the camera right while filming something,167,False
somethingv2,validation,24321,data/Something_data/videos/24321.webm,Turning the camera right while filming [something],Turning the camera right while filming something,167,False
somethingv2,validation,147707,data/Something_data/videos/147707.webm,Moving away from [something] with your camera,Moving away from something with your camera,32,False
somethingv2,validation,175014,data/Something_data/videos/175014.webm,Moving away from [something] with your camera,Moving away from something with your camera,32,False
somethingv2,validation,118270,data/Something_data/videos/118270.webm,Moving [something] towards the camera,Moving something towards the camera,44,False
somethingv2,validation,80758,data/Something_data/videos/80758.webm,Moving [something] towards the camera,Moving something towards the camera,44,False
somethingv2,validation,124638,data/Something_data/videos/124638.webm,Tearing [something] just a little bit,Tearing something just a little bit,150,True
somethingv2,validation,25171,data/Something_data/videos/25171.webm,Tearing [something] just a little bit,Tearing something just a little bit,150,False
somethingv2,validation,125701,data/Something_data/videos/125701.webm,Pulling [something] from behind of [something],Pulling something from behind of something,85,False
somethingv2,validation,104999,data/Something_data/videos/104999.webm,Pulling [something] from behind of [something],Pulling something from behind of something,85,False
somethingv2,validation,217471,data/Something_data/videos/217471.webm,Squeezing [something],Squeezing something,143,False
somethingv2,validation,141667,data/Something_data/videos/141667.webm,Squeezing [something],Squeezing something,143,False
somethingv2,validation,194318,data/Something_data/videos/194318.webm,Throwing [something] against [something],Throwing something against something,152,False
somethingv2,validation,27024,data/Something_data/videos/27024.webm,Throwing [something] against [something],Throwing something against something,152,False
somethingv2,validation,108250,data/Something_data/videos/108250.webm,Poking [something] so lightly that it doesn't or almost doesn't move,Poking something so lightly that it doesn't or almost doesn't move,56,False
somethingv2,validation,183763,data/Something_data/videos/183763.webm,Poking [something] so lightly that it doesn't or almost doesn't move,Poking something so lightly that it doesn't or almost doesn't move,56,False
somethingv2,validation,131147,data/Something_data/videos/131147.webm,Poking [something] so it slightly moves,Poking something so it slightly moves,55,False
somethingv2,validation,119723,data/Something_data/videos/119723.webm,Poking [something] so it slightly moves,Poking something so it slightly moves,55,False
somethingv2,validation,86299,data/Something_data/videos/86299.webm,Digging [something] out of [something],Digging something out of something,7,False
somethingv2,validation,85017,data/Something_data/videos/85017.webm,Digging [something] out of [something],Digging something out of something,7,False
somethingv2,validation,208363,data/Something_data/videos/208363.webm,Spilling [something] onto [something],Spilling something onto something,138,False
somethingv2,validation,86378,data/Something_data/videos/86378.webm,Spilling [something] onto [something],Spilling something onto something,138,False
somethingv2,validation,194702,data/Something_data/videos/194702.webm,Sprinkling [something] onto [something],Sprinkling something onto something,142,False
somethingv2,validation,119715,data/Something_data/videos/119715.webm,Sprinkling [something] onto [something],Sprinkling something onto something,142,False
somethingv2,validation,104083,data/Something_data/videos/104083.webm,Holding [something] in front of [something],Holding something in front of something,18,False
somethingv2,validation,166183,data/Something_data/videos/166183.webm,Holding [something] in front of [something],Holding something in front of something,18,False
somethingv2,validation,35501,data/Something_data/videos/35501.webm,Showing that [something] is inside [something],Showing that something is inside something,130,False
somethingv2,validation,150896,data/Something_data/videos/150896.webm,Showing that [something] is inside [something],Showing that something is inside something,130,False
somethingv2,validation,96568,data/Something_data/videos/96568.webm,Holding [something] behind [something],Holding something behind something,17,False
somethingv2,validation,32166,data/Something_data/videos/32166.webm,Holding [something] behind [something],Holding something behind something,17,False
somethingv2,validation,159442,data/Something_data/videos/159442.webm,"Laying [something] on the table on its side, not upright","Laying something on the table on its side, not upright",21,False
somethingv2,validation,156996,data/Something_data/videos/156996.webm,"Laying [something] on the table on its side, not upright","Laying something on the table on its side, not upright",21,False
somethingv2,validation,43943,data/Something_data/videos/43943.webm,[Something] colliding with [something] and both come to a halt,Something colliding with something and both come to a halt,133,False
somethingv2,validation,40601,data/Something_data/videos/40601.webm,[Something] colliding with [something] and both come to a halt,Something colliding with something and both come to a halt,133,False
somethingv2,validation,20123,data/Something_data/videos/20123.webm,Moving [something] away from [something],Moving something away from something,40,False
somethingv2,validation,126450,data/Something_data/videos/126450.webm,Moving [something] away from [something],Moving something away from something,40,False
somethingv2,validation,115764,data/Something_data/videos/115764.webm,Dropping [something] next to [something],Dropping something next to something,11,False
somethingv2,validation,78129,data/Something_data/videos/78129.webm,Dropping [something] next to [something],Dropping something next to something,11,False
somethingv2,validation,112521,data/Something_data/videos/112521.webm,Piling [something] up,Piling something up,48,False
somethingv2,validation,101117,data/Something_data/videos/101117.webm,Piling [something] up,Piling something up,48,False
somethingv2,validation,216933,data/Something_data/videos/216933.webm,Pulling two ends of [something] but nothing happens,Pulling two ends of something but nothing happens,90,False
somethingv2,validation,137007,data/Something_data/videos/137007.webm,Pulling two ends of [something] but nothing happens,Pulling two ends of something but nothing happens,90,False
somethingv2,validation,31481,data/Something_data/videos/31481.webm,Scooping [something] up with [something],Scooping something up with something,123,False
somethingv2,validation,24550,data/Something_data/videos/24550.webm,Scooping [something] up with [something],Scooping something up with something,123,True
somethingv2,validation,140684,data/Something_data/videos/140684.webm,Pushing [something] off of [something],Pushing something off of something,95,False
somethingv2,validation,119573,data/Something_data/videos/119573.webm,Pushing [something] off of [something],Pushing something off of something,95,False
somethingv2,validation,150483,data/Something_data/videos/150483.webm,"Putting [something that cannot actually stand upright] upright on the table, so it falls on its side","Putting something that cannot actually stand upright upright on the table, so it falls on its side",117,False
somethingv2,validation,100661,data/Something_data/videos/100661.webm,"Putting [something that cannot actually stand upright] upright on the table, so it falls on its side","Putting something that cannot actually stand upright upright on the table, so it falls on its side",117,False
somethingv2,validation,40341,data/Something_data/videos/40341.webm,Pulling two ends of [something] so that it separates into two pieces,Pulling two ends of something so that it separates into two pieces,92,False
somethingv2,validation,162071,data/Something_data/videos/162071.webm,Pulling two ends of [something] so that it separates into two pieces,Pulling two ends of something so that it separates into two pieces,92,False
somethingv2,validation,109474,data/Something_data/videos/109474.webm,Lifting a surface with [something] on it until it starts sliding down,Lifting a surface with something on it until it starts sliding down,26,False
somethingv2,validation,157165,data/Something_data/videos/157165.webm,Lifting a surface with [something] on it until it starts sliding down,Lifting a surface with something on it until it starts sliding down,26,False
somethingv2,validation,163246,data/Something_data/videos/163246.webm,Twisting [something],Twisting something,170,False
somethingv2,validation,126939,data/Something_data/videos/126939.webm,Twisting [something],Twisting something,170,False
somethingv2,validation,4636,data/Something_data/videos/4636.webm,Pushing [something] so that it slightly moves,Pushing something so that it slightly moves,100,False
