dataset,split,video_id,video_path,label,label_id,total_frames_annotation,exists,readable,fps,num_frames,duration,width,height,error
diving48,test,bl0C6d9QgIg_00024,data/Diving48_data/videos/bl0C6d9QgIg_00024.mp4,class_00,0,122,True,True,25.0,122,4.88,640,480,
diving48,test,bSsVWVfYU4w_00084,data/Diving48_data/videos/bSsVWVfYU4w_00084.mp4,class_46,46,88,True,True,25.0,88,3.52,640,480,
diving48,test,bSsVWVfYU4w_00085,data/Diving48_data/videos/bSsVWVfYU4w_00085.mp4,class_46,46,114,True,True,25.0,114,4.56,640,480,
diving48,test,bSsVWVfYU4w_00112,data/Diving48_data/videos/bSsVWVfYU4w_00112.mp4,class_24,24,98,True,True,25.0,98,3.92,640,480,
diving48,test,bSsVWVfYU4w_00113,data/Diving48_data/videos/bSsVWVfYU4w_00113.mp4,class_24,24,170,True,True,25.0,170,6.8,640,480,
diving48,test,bSsVWVfYU4w_00128,data/Diving48_data/videos/bSsVWVfYU4w_00128.mp4,class_27,27,123,True,True,25.0,123,4.92,640,480,
diving48,test,bSsVWVfYU4w_00129,data/Diving48_data/videos/bSsVWVfYU4w_00129.mp4,class_27,27,112,True,True,25.0,112,4.48,640,480,
diving48,test,bSsVWVfYU4w_00162,data/Diving48_data/videos/bSsVWVfYU4w_00162.mp4,class_04,4,187,True,True,25.0,187,7.48,640,480,
diving48,test,bSsVWVfYU4w_00163,data/Diving48_data/videos/bSsVWVfYU4w_00163.mp4,class_04,4,135,True,True,25.0,135,5.4,640,480,
diving48,test,bSsVWVfYU4w_00173,data/Diving48_data/videos/bSsVWVfYU4w_00173.mp4,class_32,32,123,True,True,25.0,123,4.92,640,480,
diving48,test,bSsVWVfYU4w_00174,data/Diving48_data/videos/bSsVWVfYU4w_00174.mp4,class_44,44,45,True,True,25.0,45,1.8,640,480,
diving48,test,CVAfPfVFulQ_00038,data/Diving48_data/videos/CVAfPfVFulQ_00038.mp4,class_00,0,101,True,True,25.0,101,4.04,640,480,
diving48,test,CVAfPfVFulQ_00040,data/Diving48_data/videos/CVAfPfVFulQ_00040.mp4,class_00,0,80,True,True,25.0,80,3.2,640,480,
diving48,test,CVAfPfVFulQ_00047,data/Diving48_data/videos/CVAfPfVFulQ_00047.mp4,class_46,46,81,True,True,25.0,81,3.24,640,480,
diving48,test,CVAfPfVFulQ_00048,data/Diving48_data/videos/CVAfPfVFulQ_00048.mp4,class_00,0,77,True,True,25.0,77,3.08,640,480,
diving48,test,CVAfPfVFulQ_00074,data/Diving48_data/videos/CVAfPfVFulQ_00074.mp4,class_44,44,88,True,True,25.0,88,3.52,640,480,
diving48,test,CVAfPfVFulQ_00080,data/Diving48_data/videos/CVAfPfVFulQ_00080.mp4,class_04,4,65,True,True,25.0,65,2.6,640,480,
diving48,test,CVAfPfVFulQ_00081,data/Diving48_data/videos/CVAfPfVFulQ_00081.mp4,class_00,0,54,True,True,25.0,54,2.16,640,480,
diving48,train,D8YKHC5hmUs_00093,data/Diving48_data/videos/D8YKHC5hmUs_00093.mp4,class_46,46,213,True,True,25.0,213,8.52,640,480,
diving48,train,D8YKHC5hmUs_00094,data/Diving48_data/videos/D8YKHC5hmUs_00094.mp4,class_46,46,121,True,True,25.0,121,4.84,640,480,
diving48,train,D8YKHC5hmUs_00104,data/Diving48_data/videos/D8YKHC5hmUs_00104.mp4,class_46,46,76,True,True,25.0,76,3.04,640,480,
diving48,train,D8YKHC5hmUs_00105,data/Diving48_data/videos/D8YKHC5hmUs_00105.mp4,class_46,46,93,True,True,25.0,93,3.72,640,480,
diving48,train,D8YKHC5hmUs_00106,data/Diving48_data/videos/D8YKHC5hmUs_00106.mp4,class_00,0,125,True,True,25.0,125,5.0,640,480,
diving48,train,D8YKHC5hmUs_00126,data/Diving48_data/videos/D8YKHC5hmUs_00126.mp4,class_20,20,118,True,True,25.0,118,4.72,640,480,
diving48,train,D8YKHC5hmUs_00127,data/Diving48_data/videos/D8YKHC5hmUs_00127.mp4,class_20,20,115,True,True,25.0,115,4.6,640,480,
diving48,train,D8YKHC5hmUs_00132,data/Diving48_data/videos/D8YKHC5hmUs_00132.mp4,class_31,31,145,True,True,25.0,145,5.8,640,480,
diving48,train,D8YKHC5hmUs_00133,data/Diving48_data/videos/D8YKHC5hmUs_00133.mp4,class_31,31,160,True,True,25.0,160,6.4,640,480,
diving48,train,D8YKHC5hmUs_00151,data/Diving48_data/videos/D8YKHC5hmUs_00151.mp4,class_20,20,157,True,True,25.0,157,6.28,640,480,
diving48,train,D8YKHC5hmUs_00160,data/Diving48_data/videos/D8YKHC5hmUs_00160.mp4,class_31,31,116,True,True,25.0,116,4.64,640,480,
diving48,train,D8YKHC5hmUs_00172,data/Diving48_data/videos/D8YKHC5hmUs_00172.mp4,class_24,24,66,True,True,25.0,66,2.64,640,480,
diving48,train,D8YKHC5hmUs_00173,data/Diving48_data/videos/D8YKHC5hmUs_00173.mp4,class_24,24,94,True,True,25.0,94,3.76,640,480,
diving48,train,D8YKHC5hmUs_00174,data/Diving48_data/videos/D8YKHC5hmUs_00174.mp4,class_00,0,57,True,True,25.0,57,2.28,640,480,
diving48,train,D8YKHC5hmUs_00175,data/Diving48_data/videos/D8YKHC5hmUs_00175.mp4,class_00,0,149,True,True,25.0,149,5.96,640,480,
diving48,train,D8YKHC5hmUs_00213,data/Diving48_data/videos/D8YKHC5hmUs_00213.mp4,class_04,4,111,True,True,25.0,111,4.44,640,480,
diving48,train,D8YKHC5hmUs_00214,data/Diving48_data/videos/D8YKHC5hmUs_00214.mp4,class_04,4,135,True,True,25.0,135,5.4,640,480,
diving48,train,D8YKHC5hmUs_00263,data/Diving48_data/videos/D8YKHC5hmUs_00263.mp4,class_03,3,211,True,True,25.0,211,8.44,640,480,
diving48,train,D8YKHC5hmUs_00264,data/Diving48_data/videos/D8YKHC5hmUs_00264.mp4,class_03,3,232,True,True,25.0,232,9.28,640,480,
diving48,train,DB4lpBDPnTY_00039,data/Diving48_data/videos/DB4lpBDPnTY_00039.mp4,class_00,0,110,True,True,25.0,110,4.4,640,480,
diving48,train,db7DmpqzGmc_00042,data/Diving48_data/videos/db7DmpqzGmc_00042.mp4,class_00,0,86,True,True,25.0,86,3.44,640,480,
diving48,train,db7DmpqzGmc_00043,data/Diving48_data/videos/db7DmpqzGmc_00043.mp4,class_00,0,104,True,True,25.0,104,4.16,640,480,
diving48,train,db7DmpqzGmc_00044,data/Diving48_data/videos/db7DmpqzGmc_00044.mp4,class_00,0,84,True,True,25.0,84,3.36,640,480,
diving48,train,db7DmpqzGmc_00166,data/Diving48_data/videos/db7DmpqzGmc_00166.mp4,class_00,0,188,True,True,25.0,188,7.52,640,480,
diving48,train,db7DmpqzGmc_00167,data/Diving48_data/videos/db7DmpqzGmc_00167.mp4,class_00,0,82,True,True,25.0,82,3.28,640,480,
diving48,train,db7DmpqzGmc_00168,data/Diving48_data/videos/db7DmpqzGmc_00168.mp4,class_00,0,51,True,True,25.0,51,2.04,640,480,
diving48,train,eN8umEok9U8_00022,data/Diving48_data/videos/eN8umEok9U8_00022.mp4,class_00,0,120,True,True,25.0,120,4.8,640,480,
diving48,train,eN8umEok9U8_00023,data/Diving48_data/videos/eN8umEok9U8_00023.mp4,class_00,0,138,True,True,25.0,138,5.52,640,480,
diving48,train,eN8umEok9U8_00043,data/Diving48_data/videos/eN8umEok9U8_00043.mp4,class_00,0,53,True,True,25.0,53,2.12,640,480,
diving48,train,eN8umEok9U8_00044,data/Diving48_data/videos/eN8umEok9U8_00044.mp4,class_00,0,87,True,True,25.0,87,3.48,640,480,
diving48,train,eN8umEok9U8_00055,data/Diving48_data/videos/eN8umEok9U8_00055.mp4,class_00,0,144,True,True,25.0,144,5.76,640,480,
diving48,train,eN8umEok9U8_00056,data/Diving48_data/videos/eN8umEok9U8_00056.mp4,class_00,0,208,True,True,25.0,208,8.32,640,480,
diving48,train,eN8umEok9U8_00090,data/Diving48_data/videos/eN8umEok9U8_00090.mp4,class_00,0,74,True,True,25.0,74,2.96,640,480,
diving48,train,eN8umEok9U8_00091,data/Diving48_data/videos/eN8umEok9U8_00091.mp4,class_00,0,121,True,True,25.0,121,4.84,640,480,
diving48,train,eN8umEok9U8_00098,data/Diving48_data/videos/eN8umEok9U8_00098.mp4,class_00,0,182,True,True,25.0,182,7.28,640,480,
diving48,train,eN8umEok9U8_00099,data/Diving48_data/videos/eN8umEok9U8_00099.mp4,class_00,0,173,True,True,25.0,173,6.92,640,480,
diving48,train,eN8umEok9U8_00144,data/Diving48_data/videos/eN8umEok9U8_00144.mp4,class_00,0,116,True,True,25.0,116,4.64,640,480,
diving48,train,eN8umEok9U8_00145,data/Diving48_data/videos/eN8umEok9U8_00145.mp4,class_00,0,181,True,True,25.0,181,7.24,640,480,
diving48,train,eN8umEok9U8_00146,data/Diving48_data/videos/eN8umEok9U8_00146.mp4,class_00,0,88,True,True,25.0,88,3.52,640,480,
diving48,train,eN8umEok9U8_00147,data/Diving48_data/videos/eN8umEok9U8_00147.mp4,class_00,0,118,True,True,25.0,118,4.72,640,480,
diving48,train,eN8umEok9U8_00159,data/Diving48_data/videos/eN8umEok9U8_00159.mp4,class_00,0,62,True,True,25.0,62,2.48,640,480,
diving48,train,eN8umEok9U8_00160,data/Diving48_data/videos/eN8umEok9U8_00160.mp4,class_00,0,96,True,True,25.0,96,3.84,640,480,
diving48,train,eN8umEok9U8_00194,data/Diving48_data/videos/eN8umEok9U8_00194.mp4,class_00,0,177,True,True,25.0,177,7.08,640,480,
diving48,train,eN8umEok9U8_00195,data/Diving48_data/videos/eN8umEok9U8_00195.mp4,class_00,0,79,True,True,25.0,79,3.16,640,480,
diving48,train,eN8umEok9U8_00206,data/Diving48_data/videos/eN8umEok9U8_00206.mp4,class_00,0,75,True,True,25.0,75,3.0,640,480,
diving48,train,eN8umEok9U8_00207,data/Diving48_data/videos/eN8umEok9U8_00207.mp4,class_00,0,107,True,True,25.0,107,4.28,640,480,
diving48,train,eN8umEok9U8_00208,data/Diving48_data/videos/eN8umEok9U8_00208.mp4,class_00,0,142,True,True,25.0,142,5.68,640,480,
diving48,train,eN8umEok9U8_00209,data/Diving48_data/videos/eN8umEok9U8_00209.mp4,class_00,0,159,True,True,25.0,159,6.36,640,480,
diving48,train,fB1Pc3CylrQ_00006,data/Diving48_data/videos/fB1Pc3CylrQ_00006.mp4,class_00,0,81,True,True,25.0,81,3.24,640,480,
diving48,train,fB1Pc3CylrQ_00015,data/Diving48_data/videos/fB1Pc3CylrQ_00015.mp4,class_00,0,64,True,True,25.0,64,2.56,640,480,
diving48,train,fB1Pc3CylrQ_00018,data/Diving48_data/videos/fB1Pc3CylrQ_00018.mp4,class_00,0,165,True,True,25.0,165,6.6,640,480,
diving48,train,fohMq9tOn6E_00014,data/Diving48_data/videos/fohMq9tOn6E_00014.mp4,class_00,0,62,True,True,25.0,62,2.48,640,480,
diving48,train,fohMq9tOn6E_00015,data/Diving48_data/videos/fohMq9tOn6E_00015.mp4,class_00,0,97,True,True,25.0,97,3.88,640,480,
diving48,train,fohMq9tOn6E_00016,data/Diving48_data/videos/fohMq9tOn6E_00016.mp4,class_00,0,75,True,True,25.0,75,3.0,640,480,
diving48,train,fohMq9tOn6E_00017,data/Diving48_data/videos/fohMq9tOn6E_00017.mp4,class_00,0,166,True,True,25.0,166,6.64,640,480,
diving48,train,fohMq9tOn6E_00022,data/Diving48_data/videos/fohMq9tOn6E_00022.mp4,class_00,0,118,True,True,25.0,118,4.72,640,480,
diving48,train,fohMq9tOn6E_00023,data/Diving48_data/videos/fohMq9tOn6E_00023.mp4,class_00,0,74,True,True,25.0,74,2.96,640,480,
diving48,train,fohMq9tOn6E_00024,data/Diving48_data/videos/fohMq9tOn6E_00024.mp4,class_00,0,82,True,True,25.0,82,3.28,640,480,
diving48,train,fohMq9tOn6E_00025,data/Diving48_data/videos/fohMq9tOn6E_00025.mp4,class_00,0,116,True,True,25.0,116,4.64,640,480,
diving48,train,fohMq9tOn6E_00041,data/Diving48_data/videos/fohMq9tOn6E_00041.mp4,class_00,0,65,True,True,25.0,65,2.6,640,480,
diving48,train,fohMq9tOn6E_00042,data/Diving48_data/videos/fohMq9tOn6E_00042.mp4,class_00,0,116,True,True,25.0,116,4.64,640,480,
diving48,train,fohMq9tOn6E_00064,data/Diving48_data/videos/fohMq9tOn6E_00064.mp4,class_00,0,143,True,,,,,,,not_probed
diving48,train,fohMq9tOn6E_00065,data/Diving48_data/videos/fohMq9tOn6E_00065.mp4,class_00,0,79,True,,,,,,,not_probed
diving48,train,JzOshOJgofw_00077,data/Diving48_data/videos/JzOshOJgofw_00077.mp4,class_31,31,132,True,,,,,,,not_probed
diving48,train,JzOshOJgofw_00078,data/Diving48_data/videos/JzOshOJgofw_00078.mp4,class_31,31,156,True,,,,,,,not_probed
diving48,train,JzOshOJgofw_00129,data/Diving48_data/videos/JzOshOJgofw_00129.mp4,class_17,17,118,True,,,,,,,not_probed
diving48,train,JzOshOJgofw_00130,data/Diving48_data/videos/JzOshOJgofw_00130.mp4,class_17,17,128,True,,,,,,,not_probed
diving48,test,k71Cc-Sm-Mg_00112,data/Diving48_data/videos/k71Cc-Sm-Mg_00112.mp4,class_28,28,192,True,,,,,,,not_probed
diving48,test,k71Cc-Sm-Mg_00113,data/Diving48_data/videos/k71Cc-Sm-Mg_00113.mp4,class_28,28,206,True,,,,,,,not_probed
diving48,test,k71Cc-Sm-Mg_00114,data/Diving48_data/videos/k71Cc-Sm-Mg_00114.mp4,class_28,28,124,True,,,,,,,not_probed
diving48,test,k71Cc-Sm-Mg_00115,data/Diving48_data/videos/k71Cc-Sm-Mg_00115.mp4,class_28,28,128,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00065,data/Diving48_data/videos/Le6xdQ2OO8w_00065.mp4,class_15,15,79,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00066,data/Diving48_data/videos/Le6xdQ2OO8w_00066.mp4,class_15,15,108,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00114,data/Diving48_data/videos/Le6xdQ2OO8w_00114.mp4,class_36,36,119,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00115,data/Diving48_data/videos/Le6xdQ2OO8w_00115.mp4,class_36,36,128,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00116,data/Diving48_data/videos/Le6xdQ2OO8w_00116.mp4,class_36,36,104,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00117,data/Diving48_data/videos/Le6xdQ2OO8w_00117.mp4,class_36,36,68,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00118,data/Diving48_data/videos/Le6xdQ2OO8w_00118.mp4,class_36,36,108,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00119,data/Diving48_data/videos/Le6xdQ2OO8w_00119.mp4,class_00,0,130,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00120,data/Diving48_data/videos/Le6xdQ2OO8w_00120.mp4,class_00,0,96,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00121,data/Diving48_data/videos/Le6xdQ2OO8w_00121.mp4,class_00,0,110,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00124,data/Diving48_data/videos/Le6xdQ2OO8w_00124.mp4,class_00,0,106,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00125,data/Diving48_data/videos/Le6xdQ2OO8w_00125.mp4,class_00,0,149,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00126,data/Diving48_data/videos/Le6xdQ2OO8w_00126.mp4,class_00,0,112,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00127,data/Diving48_data/videos/Le6xdQ2OO8w_00127.mp4,class_00,0,161,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00130,data/Diving48_data/videos/Le6xdQ2OO8w_00130.mp4,class_00,0,123,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00131,data/Diving48_data/videos/Le6xdQ2OO8w_00131.mp4,class_00,0,53,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00134,data/Diving48_data/videos/Le6xdQ2OO8w_00134.mp4,class_17,17,148,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00135,data/Diving48_data/videos/Le6xdQ2OO8w_00135.mp4,class_00,0,82,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00136,data/Diving48_data/videos/Le6xdQ2OO8w_00136.mp4,class_00,0,130,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00137,data/Diving48_data/videos/Le6xdQ2OO8w_00137.mp4,class_31,31,216,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00140,data/Diving48_data/videos/Le6xdQ2OO8w_00140.mp4,class_00,0,133,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00141,data/Diving48_data/videos/Le6xdQ2OO8w_00141.mp4,class_00,0,139,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00146,data/Diving48_data/videos/Le6xdQ2OO8w_00146.mp4,class_00,0,103,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00147,data/Diving48_data/videos/Le6xdQ2OO8w_00147.mp4,class_17,17,134,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00148,data/Diving48_data/videos/Le6xdQ2OO8w_00148.mp4,class_17,17,148,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00149,data/Diving48_data/videos/Le6xdQ2OO8w_00149.mp4,class_19,19,110,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00150,data/Diving48_data/videos/Le6xdQ2OO8w_00150.mp4,class_19,19,133,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00151,data/Diving48_data/videos/Le6xdQ2OO8w_00151.mp4,class_00,0,158,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00152,data/Diving48_data/videos/Le6xdQ2OO8w_00152.mp4,class_00,0,100,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00153,data/Diving48_data/videos/Le6xdQ2OO8w_00153.mp4,class_00,0,86,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00154,data/Diving48_data/videos/Le6xdQ2OO8w_00154.mp4,class_00,0,113,True,,,,,,,not_probed
diving48,test,Le6xdQ2OO8w_00155,data/Diving48_data/videos/Le6xdQ2OO8w_00155.mp4,class_00,0,169,True,,,,,,,not_probed
diving48,train,LkluZoNfKu8_00104,data/Diving48_data/videos/LkluZoNfKu8_00104.mp4,class_00,0,85,True,,,,,,,not_probed
diving48,train,LkluZoNfKu8_00105,data/Diving48_data/videos/LkluZoNfKu8_00105.mp4,class_00,0,189,True,,,,,,,not_probed
diving48,train,_lmT4WlK7G0_00048,data/Diving48_data/videos/_lmT4WlK7G0_00048.mp4,class_00,0,81,True,,,,,,,not_probed
diving48,train,_lmT4WlK7G0_00049,data/Diving48_data/videos/_lmT4WlK7G0_00049.mp4,class_00,0,185,True,,,,,,,not_probed
diving48,train,_lmT4WlK7G0_00050,data/Diving48_data/videos/_lmT4WlK7G0_00050.mp4,class_00,0,151,True,,,,,,,not_probed
diving48,test,L_SB1PRgDTE_00018,data/Diving48_data/videos/L_SB1PRgDTE_00018.mp4,class_16,16,125,True,,,,,,,not_probed
diving48,test,L_SB1PRgDTE_00019,data/Diving48_data/videos/L_SB1PRgDTE_00019.mp4,class_00,0,135,True,,,,,,,not_probed
diving48,test,L_SB1PRgDTE_00029,data/Diving48_data/videos/L_SB1PRgDTE_00029.mp4,class_00,0,87,True,,,,,,,not_probed
diving48,test,MbzIpx8kAD0_00025,data/Diving48_data/videos/MbzIpx8kAD0_00025.mp4,class_00,0,96,True,,,,,,,not_probed
diving48,test,MbzIpx8kAD0_00035,data/Diving48_data/videos/MbzIpx8kAD0_00035.mp4,class_00,0,74,True,,,,,,,not_probed
diving48,test,MbzIpx8kAD0_00036,data/Diving48_data/videos/MbzIpx8kAD0_00036.mp4,class_00,0,193,True,,,,,,,not_probed
diving48,test,MbzIpx8kAD0_00060,data/Diving48_data/videos/MbzIpx8kAD0_00060.mp4,class_34,34,74,True,,,,,,,not_probed
diving48,test,mGRum47TLX0_00045,data/Diving48_data/videos/mGRum47TLX0_00045.mp4,class_00,0,211,True,,,,,,,not_probed
diving48,train,-mmq0PT-u8k_00155,data/Diving48_data/videos/-mmq0PT-u8k_00155.mp4,class_00,0,49,True,,,,,,,not_probed
diving48,train,-mmq0PT-u8k_00156,data/Diving48_data/videos/-mmq0PT-u8k_00156.mp4,class_00,0,71,True,,,,,,,not_probed
diving48,train,-mmq0PT-u8k_00157,data/Diving48_data/videos/-mmq0PT-u8k_00157.mp4,class_00,0,91,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00238,data/Diving48_data/videos/nOlRwoxsDJ0_00238.mp4,class_00,0,176,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00239,data/Diving48_data/videos/nOlRwoxsDJ0_00239.mp4,class_00,0,206,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00244,data/Diving48_data/videos/nOlRwoxsDJ0_00244.mp4,class_00,0,102,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00245,data/Diving48_data/videos/nOlRwoxsDJ0_00245.mp4,class_00,0,186,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00264,data/Diving48_data/videos/nOlRwoxsDJ0_00264.mp4,class_00,0,177,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00265,data/Diving48_data/videos/nOlRwoxsDJ0_00265.mp4,class_00,0,201,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00266,data/Diving48_data/videos/nOlRwoxsDJ0_00266.mp4,class_00,0,111,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00267,data/Diving48_data/videos/nOlRwoxsDJ0_00267.mp4,class_00,0,191,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00270,data/Diving48_data/videos/nOlRwoxsDJ0_00270.mp4,class_00,0,159,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00271,data/Diving48_data/videos/nOlRwoxsDJ0_00271.mp4,class_00,0,214,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00276,data/Diving48_data/videos/nOlRwoxsDJ0_00276.mp4,class_00,0,140,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00277,data/Diving48_data/videos/nOlRwoxsDJ0_00277.mp4,class_00,0,220,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00352,data/Diving48_data/videos/nOlRwoxsDJ0_00352.mp4,class_00,0,321,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00353,data/Diving48_data/videos/nOlRwoxsDJ0_00353.mp4,class_00,0,206,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00578,data/Diving48_data/videos/nOlRwoxsDJ0_00578.mp4,class_46,46,143,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00579,data/Diving48_data/videos/nOlRwoxsDJ0_00579.mp4,class_46,46,251,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00601,data/Diving48_data/videos/nOlRwoxsDJ0_00601.mp4,class_15,15,183,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00602,data/Diving48_data/videos/nOlRwoxsDJ0_00602.mp4,class_15,15,260,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00603,data/Diving48_data/videos/nOlRwoxsDJ0_00603.mp4,class_00,0,163,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00604,data/Diving48_data/videos/nOlRwoxsDJ0_00604.mp4,class_00,0,283,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00625,data/Diving48_data/videos/nOlRwoxsDJ0_00625.mp4,class_20,20,115,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00626,data/Diving48_data/videos/nOlRwoxsDJ0_00626.mp4,class_20,20,190,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00643,data/Diving48_data/videos/nOlRwoxsDJ0_00643.mp4,class_46,46,152,True,,,,,,,not_probed
diving48,train,nOlRwoxsDJ0_00644,data/Diving48_data/videos/nOlRwoxsDJ0_00644.mp4,class_46,46,245,True,,,,,,,not_probed
