model,dataset,span_pct,top1,distinct,budget
timesformer,autsl,100,68.56043458578543,7.999773653236759,8
timesformer,autsl,25,46.06156631960163,7.997283838841104,8
timesformer,autsl,50,64.91625169760073,7.999094612947035,8
timesformer,autsl,75,69.53372566772296,7.999320959710277,8
timesformer,diving48,10,19.38088829071332,7.574697173620458,8
timesformer,diving48,100,44.54912516823687,8.0,8
timesformer,diving48,25,29.87886944818304,7.995962314939435,8
timesformer,diving48,50,43.472409152086136,8.0,8
timesformer,diving48,75,46.16419919246299,8.0,8
timesformer,driveact,10,55.35714285714286,3.669642857142857,8
timesformer,driveact,100,70.3125,7.993303571428571,8
timesformer,driveact,25,60.26785714285714,7.095982142857143,8
timesformer,driveact,50,65.625,7.752232142857143,8
timesformer,driveact,75,67.85714285714286,7.955357142857143,8
timesformer,epic_kitchens,10,17.54901960784313,6.626470588235295,8
timesformer,epic_kitchens,100,31.56862745098039,8.0,8
timesformer,epic_kitchens,25,23.62745098039215,7.8656862745098035,8
timesformer,epic_kitchens,50,29.90196078431372,7.991176470588235,8
timesformer,epic_kitchens,75,32.25490196078431,8.0,8
timesformer,hmdb51,10,65.87570621468927,6.968361581920904,8
timesformer,hmdb51,100,80.0,8.0,8
timesformer,hmdb51,25,74.57627118644068,7.983050847457627,8
timesformer,hmdb51,50,78.53107344632768,8.0,8
timesformer,hmdb51,75,80.7909604519774,8.0,8
timesformer,kinetics400,10,63.925,7.982625,8
timesformer,kinetics400,100,73.75,8.0,8
timesformer,kinetics400,25,68.89999999999999,7.997,8
timesformer,kinetics400,50,71.6625,8.0,8
timesformer,kinetics400,75,73.3,8.0,8
timesformer,ssv2,10,11.86440677966101,4.028248587570621,8
timesformer,ssv2,100,37.85310734463277,8.0,8
timesformer,ssv2,25,18.64406779661017,6.745762711864407,8
timesformer,ssv2,50,29.943502824858758,7.954802259887006,8
timesformer,ssv2,75,38.4180790960452,8.0,8
timesformer,ucf101,10,86.08910891089108,7.886138613861386,8
timesformer,ucf101,100,91.48514851485147,8.0,8
timesformer,ucf101,25,89.10891089108911,8.0,8
timesformer,ucf101,50,90.89108910891088,8.0,8
timesformer,ucf101,75,91.5841584158416,8.0,8
videomae,autsl,10,14.78044363965595,5.905387052965143,16
videomae,autsl,100,80.5115436849253,15.997962879130828,16
videomae,autsl,25,35.62698053417836,14.234947940244457,16
videomae,autsl,50,68.2209144409235,15.994567677682207,16
videomae,autsl,75,79.60615663196016,15.997283838841104,16
videomae,diving48,10,15.612382234185729,10.682368775235531,16
videomae,diving48,100,54.104979811574694,16.0,16
videomae,diving48,25,27.725437415881558,15.662180349932706,16
videomae,diving48,50,50.87483176312247,15.99192462987887,16
videomae,diving48,75,55.18169582772544,16.0,16
videomae,driveact,10,45.08928571428571,3.669642857142857,16
videomae,driveact,100,73.66071428571429,15.491071428571429,16
videomae,driveact,25,59.375,9.401785714285714,16
videomae,driveact,50,68.52678571428571,14.189732142857142,16
videomae,driveact,75,71.875,15.0625,16
videomae,epic_kitchens,10,14.705882352941169,10.003921568627453,16
videomae,epic_kitchens,100,38.62745098039216,15.980392156862743,16
videomae,epic_kitchens,25,24.31372549019607,14.15,16
videomae,epic_kitchens,50,29.90196078431372,15.72549019607843,16
videomae,epic_kitchens,75,36.86274509803922,15.941176470588236,16
videomae,hmdb51,10,55.70621468926553,8.561581920903954,16
videomae,hmdb51,100,85.19774011299435,16.0,16
videomae,hmdb51,25,70.28248587570621,14.732203389830508,16
videomae,hmdb51,50,80.11299435028249,15.96271186440678,16
videomae,hmdb51,75,85.53672316384181,16.0,16
videomae,kinetics400,10,72.4375,15.886375,16
videomae,kinetics400,100,75.7,15.999875,16
videomae,kinetics400,25,76.1625,15.975875,16
videomae,kinetics400,50,76.6375,15.994125,16
videomae,kinetics400,75,76.5,15.998625,16
videomae,ssv2,10,9.03954802259887,4.028248587570621,16
videomae,ssv2,100,49.717514124293785,15.875706214689265,16
videomae,ssv2,25,24.29378531073446,9.740112994350282,16
videomae,ssv2,50,38.4180790960452,13.52542372881356,16
videomae,ssv2,75,46.32768361581921,15.073446327683616,16
videomae,ucf101,10,82.12871287128712,13.476732673267326,16
videomae,ucf101,100,96.43564356435644,16.0,16
videomae,ucf101,25,90.34653465346535,15.938118811881187,16
videomae,ucf101,50,95.04950495049505,16.0,16
videomae,ucf101,75,96.08910891089107,16.0,16
videomamba,autsl,10,23.49479402444545,5.884563150746945,8
videomamba,autsl,100,37.12086917157084,7.999773653236759,8
videomamba,autsl,25,31.28112267994568,7.997283838841104,8
videomamba,autsl,50,36.28338614757809,7.999094612947035,8
videomamba,autsl,75,37.86781349026709,7.999320959710277,8
videomamba,diving48,10,15.88156123822341,7.574697173620458,8
videomamba,diving48,100,36.33916554508748,8.0,8
videomamba,diving48,25,25.437415881561236,7.995962314939435,8
videomamba,diving48,50,38.088829071332434,8.0,8
videomamba,diving48,75,36.87752355316285,8.0,8
videomamba,driveact,10,41.07142857142857,3.669642857142857,8
videomamba,driveact,100,53.34821428571429,7.993303571428571,8
videomamba,driveact,25,43.97321428571428,7.095982142857143,8
videomamba,driveact,50,49.55357142857143,7.752232142857143,8
videomamba,driveact,75,54.46428571428571,7.955357142857143,8
videomamba,epic_kitchens,10,2.54901960784313,6.626470588235295,8
videomamba,epic_kitchens,100,2.35294117647058,8.0,8
videomamba,epic_kitchens,25,2.64705882352941,7.8656862745098035,8
videomamba,epic_kitchens,50,2.84313725490196,7.991176470588235,8
videomamba,epic_kitchens,75,2.35294117647058,8.0,8
videomamba,hmdb51,10,52.88135593220339,6.968361581920904,8
videomamba,hmdb51,100,59.887005649717516,8.0,8
videomamba,hmdb51,25,57.175141242937855,7.983050847457627,8
videomamba,hmdb51,50,59.774011299435024,8.0,8
videomamba,hmdb51,75,60.564971751412436,8.0,8
videomamba,kinetics400,10,0.25,7.982625,8
videomamba,kinetics400,100,0.25,8.0,8
videomamba,kinetics400,25,0.25,7.997,8
videomamba,kinetics400,50,0.25,8.0,8
videomamba,kinetics400,75,0.25,8.0,8
videomamba,ssv2,10,9.03954802259887,4.028248587570621,8
videomamba,ssv2,100,36.72316384180791,8.0,8
videomamba,ssv2,25,19.774011299435028,6.745762711864407,8
videomamba,ssv2,50,27.11864406779661,7.954802259887006,8
videomamba,ssv2,75,33.33333333333333,8.0,8
videomamba,ucf101,10,78.46534653465346,7.886138613861386,8
videomamba,ucf101,100,85.34653465346534,8.0,8
videomamba,ucf101,25,81.58415841584159,8.0,8
videomamba,ucf101,50,83.11881188118811,8.0,8
videomamba,ucf101,75,84.75247524752476,8.0,8
vivit,autsl,10,23.223177908555908,5.905387052965143,32
vivit,autsl,100,73.97012222725216,31.98868266183793,32
vivit,autsl,25,47.578089633318235,14.805341783612494,32
vivit,autsl,50,69.2621095518334,28.448392937980987,32
vivit,autsl,75,72.83838841104571,31.840878225441376,32
vivit,diving48,10,12.516823687752348,11.17900403768506,32
vivit,diving48,100,48.31763122476447,31.98654104979812,32
vivit,diving48,25,22.34185733512786,25.029609690444147,32
vivit,diving48,50,43.87617765814266,31.31493943472409,32
vivit,diving48,75,49.25975773889636,31.93539703903096,32
vivit,driveact,10,43.97321428571428,3.669642857142857,32
vivit,driveact,100,64.73214285714286,28.397321428571427,32
vivit,driveact,25,53.125,9.401785714285714,32
vivit,driveact,50,58.03571428571429,18.725446428571427,32
vivit,driveact,75,61.83035714285714,26.754464285714285,32
vivit,epic_kitchens,10,16.66666666666666,13.201960784313725,32
vivit,epic_kitchens,100,38.13725490196078,31.45,32
vivit,epic_kitchens,25,26.47058823529412,22.215686274509803,32
vivit,epic_kitchens,50,32.25490196078431,28.300980392156863,32
vivit,epic_kitchens,75,35.09803921568627,30.59607843137255,32
vivit,hmdb51,10,56.61016949152542,9.413559322033898,32
vivit,hmdb51,100,80.22598870056498,31.92429378531073,32
vivit,hmdb51,25,68.58757062146893,20.384180790960453,32
vivit,hmdb51,50,78.07909604519774,29.46779661016949,32
vivit,hmdb51,75,80.22598870056498,31.568361581920904,32
vivit,kinetics400,10,69.27499999999999,28.772375,32
vivit,kinetics400,100,75.7375,31.9885,32
vivit,kinetics400,25,72.8625,31.846875,32
vivit,kinetics400,50,74.7875,31.951875,32
vivit,kinetics400,75,75.7125,31.97725,32
vivit,ssv2,10,10.16949152542373,4.028248587570621,32
vivit,ssv2,100,33.33333333333333,27.0225988700565,32
vivit,ssv2,25,18.07909604519774,9.84180790960452,32
vivit,ssv2,50,27.683615819209038,19.53672316384181,32
vivit,ssv2,75,31.63841807909605,24.610169491525426,32
vivit,ucf101,10,87.77227722772277,17.40940594059406,32
vivit,ucf101,100,95.0990099009901,32.0,32
vivit,ucf101,25,92.62376237623764,29.134158415841583,32
vivit,ucf101,50,94.3069306930693,31.87722772277228,32
vivit,ucf101,75,94.85148514851484,31.98960396039604,32
