resolution,coverage,stride,top1,n,model,dataset
160,10,8,0.0475,1600,r2plus1d_18,finegym
160,10,16,0.0475,1600,r2plus1d_18,finegym
160,25,1,0.13,1600,r2plus1d_18,finegym
160,25,2,0.135625,1600,r2plus1d_18,finegym
160,25,4,0.09,1600,r2plus1d_18,finegym
160,25,8,0.059375,1600,r2plus1d_18,finegym
160,25,16,0.04875,1600,r2plus1d_18,finegym
160,50,1,0.33875,1600,r2plus1d_18,finegym
160,50,2,0.366875,1600,r2plus1d_18,finegym
160,50,4,0.240625,1600,r2plus1d_18,finegym
160,50,8,0.105,1600,r2plus1d_18,finegym
160,50,16,0.058125,1600,r2plus1d_18,finegym
160,75,1,0.63375,1600,r2plus1d_18,finegym
160,75,2,0.595,1600,r2plus1d_18,finegym
160,75,4,0.380625,1600,r2plus1d_18,finegym
160,75,8,0.16125,1600,r2plus1d_18,finegym
160,75,16,0.075625,1600,r2plus1d_18,finegym
160,100,1,0.794375,1600,r2plus1d_18,finegym
160,100,2,0.736875,1600,r2plus1d_18,finegym
160,100,4,0.50375,1600,r2plus1d_18,finegym
160,100,8,0.194375,1600,r2plus1d_18,finegym
160,100,16,0.09125,1600,r2plus1d_18,finegym
224,10,1,0.085625,1600,r2plus1d_18,finegym
224,10,2,0.073125,1600,r2plus1d_18,finegym
224,10,4,0.06,1600,r2plus1d_18,finegym
224,10,8,0.054375,1600,r2plus1d_18,finegym
224,10,16,0.0525,1600,r2plus1d_18,finegym
224,25,1,0.16125,1600,r2plus1d_18,finegym
224,25,2,0.135,1600,r2plus1d_18,finegym
224,25,4,0.11625,1600,r2plus1d_18,finegym
224,25,8,0.071875,1600,r2plus1d_18,finegym
224,25,16,0.05625,1600,r2plus1d_18,finegym
224,50,1,0.358125,1600,r2plus1d_18,finegym
224,50,2,0.3625,1600,r2plus1d_18,finegym
224,50,4,0.234375,1600,r2plus1d_18,finegym
224,50,8,0.126875,1600,r2plus1d_18,finegym
224,50,16,0.07625,1600,r2plus1d_18,finegym
224,75,1,0.614375,1600,r2plus1d_18,finegym
224,75,2,0.575,1600,r2plus1d_18,finegym
224,75,4,0.353125,1600,r2plus1d_18,finegym
224,75,8,0.1525,1600,r2plus1d_18,finegym
224,75,16,0.10375,1600,r2plus1d_18,finegym
224,100,1,0.761875,1600,r2plus1d_18,finegym
224,100,2,0.70375,1600,r2plus1d_18,finegym
224,100,4,0.484375,1600,r2plus1d_18,finegym
224,100,8,0.175,1600,r2plus1d_18,finegym
224,100,16,0.11375,1600,r2plus1d_18,finegym
