method,avg_frames,accuracy,type,vs_fixed,budget_dist,model,dataset,eval_dir
Fixed-4f,4.0,0.08183206106870229,fixed,,,MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Fixed-8f,8.0,0.1883969465648855,fixed,,,MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Fixed-16f,16.0,0.33587786259541985,fixed,,,MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Fixed-32f,32.0,0.34473282442748093,fixed,,,MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.16580152671755724,knapsack_proxy,-0.02259541984732827,"{'4': 1750, '8': 650, '16': 875, '32': 0}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-learned@avg8f,8.0,0.16946564885496182,knapsack_learned,-0.01893129770992369,"{'4': 206, '8': 346, '16': 103, '32': 0}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.21068702290076335,oracle_knapsack,0.022290076335877845,"{'4': 508, '8': 59, '16': 5, '32': 83}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-proxy@avg10f,9.9993893129771,0.17893129770992366,knapsack_proxy,-0.009465648854961844,"{'4': 1521, '8': 625, '16': 904, '32': 225}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-learned@avg10f,9.996946564885496,0.21221374045801528,knapsack_learned,0.023816793893129767,"{'4': 135, '8': 289, '16': 231, '32': 0}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Oracle-knapsack@avg10f,9.996946564885496,0.22595419847328244,oracle_knapsack,0.03755725190839693,"{'4': 463, '8': 55, '16': 8, '32': 129}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.1883969465648855,knapsack_proxy,0.0,"{'4': 1359, '8': 651, '16': 739, '32': 526}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-learned@avg12f,12.0,0.24580152671755726,knapsack_learned,0.05740458015267175,"{'4': 123, '8': 143, '16': 389, '32': 0}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.2381679389312977,oracle_knapsack,0.04977099236641219,"{'4': 417, '8': 54, '16': 8, '32': 176}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-proxy@avg14f,13.9993893129771,0.20458015267175572,knapsack_proxy,-0.13129770992366413,"{'4': 1162, '8': 646, '16': 682, '32': 785}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-learned@avg14f,13.996946564885496,0.28091603053435116,knapsack_learned,-0.054961832061068694,"{'4': 102, '8': 11, '16': 542, '32': 0}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Oracle-knapsack@avg14f,13.996946564885496,0.24885496183206107,oracle_knapsack,-0.08702290076335878,"{'4': 374, '8': 49, '16': 9, '32': 223}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.2183206106870229,knapsack_proxy,-0.11755725190839694,"{'4': 982, '8': 619, '16': 628, '32': 1046}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Knapsack-learned@avg16f,16.0,0.31755725190839695,knapsack_learned,-0.018320610687022898,"{'4': 0, '8': 0, '16': 655, '32': 0}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.2641221374045801,oracle_knapsack,-0.07175572519083973,"{'4': 330, '8': 45, '16': 10, '32': 270}",MC3-18,SSV2,mc3_18_ssv2_full_e10_a100
Fixed-4f,4.0,0.12580152671755726,fixed,,,R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Fixed-8f,8.0,0.2433587786259542,fixed,,,R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Fixed-16f,16.0,0.4256488549618321,fixed,,,R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Fixed-32f,32.0,0.4213740458015267,fixed,,,R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.21618320610687022,knapsack_proxy,-0.02717557251908398,"{'4': 1668, '8': 773, '16': 834, '32': 0}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-learned@avg8f,8.0,0.24122137404580152,knapsack_learned,-0.0021374045801526853,"{'4': 232, '8': 307, '16': 116, '32': 0}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.3145038167938931,oracle_knapsack,0.0711450381679389,"{'4': 482, '8': 90, '16': 4, '32': 79}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-proxy@avg10f,9.9993893129771,0.25190839694656486,knapsack_proxy,0.008549618320610658,"{'4': 1357, '8': 691, '16': 1092, '32': 135}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-learned@avg10f,9.996946564885496,0.2900763358778626,knapsack_learned,0.046717557251908376,"{'4': 185, '8': 214, '16': 256, '32': 0}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Oracle-knapsack@avg10f,9.996946564885496,0.3251908396946565,oracle_knapsack,0.0818320610687023,"{'4': 439, '8': 85, '16': 5, '32': 126}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.2616793893129771,knapsack_proxy,0.01832061068702287,"{'4': 1251, '8': 689, '16': 871, '32': 464}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-learned@avg12f,12.0,0.3511450381679389,knapsack_learned,0.1077862595419847,"{'4': 133, '8': 128, '16': 394, '32': 0}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.3465648854961832,oracle_knapsack,0.10320610687022899,"{'4': 395, '8': 81, '16': 6, '32': 173}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-proxy@avg14f,13.9993893129771,0.28030534351145037,knapsack_proxy,-0.1453435114503817,"{'4': 1070, '8': 666, '16': 813, '32': 726}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-learned@avg14f,13.996946564885496,0.4015267175572519,knapsack_learned,-0.02412213740458019,"{'4': 88, '8': 32, '16': 535, '32': 0}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Oracle-knapsack@avg14f,13.996946564885496,0.36946564885496186,oracle_knapsack,-0.05618320610687022,"{'4': 348, '8': 78, '16': 11, '32': 218}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.30290076335877864,knapsack_proxy,-0.12274809160305344,"{'4': 886, '8': 663, '16': 730, '32': 996}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Knapsack-learned@avg16f,16.0,0.433587786259542,knapsack_learned,0.007938931297709895,"{'4': 0, '8': 0, '16': 655, '32': 0}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.3847328244274809,oracle_knapsack,-0.04091603053435117,"{'4': 308, '8': 70, '16': 11, '32': 266}",R2plus1D-18,SSV2,r2plus1d_18_ssv2_full_e10_a100
Fixed-4f,4.0,0.3184732824427481,fixed,,,TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Fixed-8f,8.0,0.42290076335877863,fixed,,,TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Fixed-16f,16.0,0.412824427480916,fixed,,,TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Fixed-32f,32.0,0.4170992366412214,fixed,,,TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-proxy@avg8f,8.0,0.35877862595419846,knapsack_proxy,-0.06412213740458017,"{'4': 1474, '8': 1064, '16': 737, '32': 0}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-learned@avg8f,8.0,0.4122137404580153,knapsack_learned,-0.010687022900763343,"{'4': 0, '8': 655, '16': 0, '32': 0}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Oracle-knapsack@avg8f,8.0,0.4732824427480916,oracle_knapsack,0.05038167938931298,"{'4': 482, '8': 90, '16': 4, '32': 79}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-proxy@avg10f,9.9993893129771,0.366412213740458,knapsack_proxy,-0.056488549618320616,"{'4': 1161, '8': 715, '16': 1399, '32': 0}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-learned@avg10f,9.990839694656488,0.41374045801526715,knapsack_learned,-0.009160305343511477,"{'4': 0, '8': 564, '16': 55, '32': 36}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Oracle-knapsack@avg10f,9.996946564885496,0.4778625954198473,oracle_knapsack,0.054961832061068694,"{'4': 439, '8': 85, '16': 5, '32': 126}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-proxy@avg12f,12.0,0.3749618320610687,knapsack_proxy,-0.04793893129770993,"{'4': 935, '8': 627, '16': 1517, '32': 196}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-learned@avg12f,11.993893129770992,0.40916030534351144,knapsack_learned,-0.013740458015267187,"{'4': 0, '8': 536, '16': 15, '32': 104}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Oracle-knapsack@avg12f,12.0,0.47938931297709925,oracle_knapsack,0.056488549618320616,"{'4': 395, '8': 81, '16': 6, '32': 173}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-proxy@avg14f,13.9993893129771,0.3783206106870229,knapsack_proxy,-0.03450381679389314,"{'4': 902, '8': 618, '16': 1179, '32': 576}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-learned@avg14f,13.996946564885496,0.3984732824427481,knapsack_learned,-0.014351145038167923,"{'4': 0, '8': 488, '16': 5, '32': 162}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Oracle-knapsack@avg14f,13.996946564885496,0.48091603053435117,oracle_knapsack,0.06809160305343515,"{'4': 350, '8': 79, '16': 6, '32': 220}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-proxy@avg16f,16.0,0.38229007633587786,knapsack_proxy,-0.030534351145038163,"{'4': 796, '8': 618, '16': 955, '32': 906}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Knapsack-learned@avg16f,16.0,0.3984732824427481,knapsack_learned,-0.014351145038167923,"{'4': 0, '8': 436, '16': 1, '32': 218}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Oracle-knapsack@avg16f,16.0,0.4854961832061069,oracle_knapsack,0.07267175572519086,"{'4': 308, '8': 70, '16': 11, '32': 266}",TimeSformer,SSV2,timesformer_ssv2_full_e10_h200
Fixed-4f,4.0,0.08396946564885496,fixed,,,ViViT,SSV2,vivit_ssv2_full_e10_h200
Fixed-8f,8.0,0.1749618320610687,fixed,,,ViViT,SSV2,vivit_ssv2_full_e10_h200
Fixed-16f,16.0,0.3053435114503817,fixed,,,ViViT,SSV2,vivit_ssv2_full_e10_h200
Fixed-32f,32.0,0.383206106870229,fixed,,,ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-proxy@avg8f,8.0,0.16213740458015266,knapsack_proxy,-0.012824427480916029,"{'4': 1704, '8': 719, '16': 852, '32': 0}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-learned@avg8f,8.0,0.17557251908396945,knapsack_learned,0.0006106870229007633,"{'4': 204, '8': 349, '16': 102, '32': 0}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Oracle-knapsack@avg8f,8.0,0.24580152671755726,oracle_knapsack,0.07083969465648857,"{'4': 498, '8': 70, '16': 6, '32': 81}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-proxy@avg10f,9.9993893129771,0.1868702290076336,knapsack_proxy,0.011908396946564898,"{'4': 1439, '8': 718, '16': 908, '32': 210}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-learned@avg10f,9.996946564885496,0.2,knapsack_learned,0.02503816793893132,"{'4': 169, '8': 238, '16': 248, '32': 0}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Oracle-knapsack@avg10f,9.996946564885496,0.2641221374045801,oracle_knapsack,0.08916030534351144,"{'4': 451, '8': 69, '16': 8, '32': 127}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-proxy@avg12f,12.0,0.20396946564885496,knapsack_proxy,0.02900763358778627,"{'4': 1281, '8': 696, '16': 808, '32': 490}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-learned@avg12f,12.0,0.233587786259542,knapsack_learned,0.0586259541984733,"{'4': 139, '8': 119, '16': 397, '32': 0}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Oracle-knapsack@avg12f,12.0,0.27938931297709924,oracle_knapsack,0.10442748091603055,"{'4': 405, '8': 66, '16': 11, '32': 173}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-proxy@avg14f,13.9993893129771,0.21954198473282444,knapsack_proxy,-0.08580152671755725,"{'4': 1074, '8': 708, '16': 743, '32': 750}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-learned@avg14f,13.996946564885496,0.2687022900763359,knapsack_learned,-0.036641221374045796,"{'4': 108, '8': 2, '16': 545, '32': 0}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Oracle-knapsack@avg14f,13.996946564885496,0.3068702290076336,oracle_knapsack,0.001526717557251922,"{'4': 360, '8': 62, '16': 14, '32': 219}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-proxy@avg16f,16.0,0.23908396946564886,knapsack_proxy,-0.06625954198473283,"{'4': 904, '8': 646, '16': 724, '32': 1001}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Knapsack-learned@avg16f,16.0,0.2824427480916031,knapsack_learned,-0.02290076335877861,"{'4': 88, '8': 0, '16': 501, '32': 66}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Oracle-knapsack@avg16f,16.0,0.3282442748091603,oracle_knapsack,0.02290076335877861,"{'4': 318, '8': 53, '16': 19, '32': 265}",ViViT,SSV2,vivit_ssv2_full_e10_h200
Fixed-4f,4.0,0.06564885496183206,fixed,,,SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Fixed-8f,8.0,0.15206106870229008,fixed,,,SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Fixed-16f,16.0,0.3334351145038168,fixed,,,SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Fixed-32f,32.0,0.4949618320610687,fixed,,,SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.13923664122137405,knapsack_proxy,-0.012824427480916029,"{'4': 2166, '8': 498, '16': 375, '32': 236}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-learned@avg8f,8.0,0.14961832061068703,knapsack_learned,-0.002442748091603053,"{'4': 364, '8': 109, '16': 182, '32': 0}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.20916030534351146,oracle_knapsack,0.05709923664122138,"{'4': 508, '8': 59, '16': 5, '32': 83}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-proxy@avg10f,9.9993893129771,0.17251908396946564,knapsack_proxy,0.020458015267175556,"{'4': 1855, '8': 544, '16': 441, '32': 435}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-learned@avg10f,9.996946564885496,0.20610687022900764,knapsack_learned,0.05404580152671756,"{'4': 311, '8': 25, '16': 319, '32': 0}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Oracle-knapsack@avg10f,9.996946564885496,0.23969465648854962,oracle_knapsack,0.08763358778625954,"{'4': 463, '8': 57, '16': 5, '32': 130}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.20488549618320612,knapsack_proxy,0.052824427480916036,"{'4': 1587, '8': 537, '16': 511, '32': 640}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-learned@avg12f,12.0,0.250381679389313,knapsack_learned,0.09832061068702291,"{'4': 217, '8': 2, '16': 436, '32': 0}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.26106870229007634,oracle_knapsack,0.10900763358778626,"{'4': 421, '8': 48, '16': 10, '32': 176}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-proxy@avg14f,13.9993893129771,0.23725190839694657,knapsack_proxy,-0.09618320610687023,"{'4': 1358, '8': 510, '16': 543, '32': 864}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-learned@avg14f,13.996946564885496,0.27938931297709924,knapsack_learned,-0.05404580152671756,"{'4': 152, '8': 0, '16': 471, '32': 32}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Oracle-knapsack@avg14f,13.996946564885496,0.28549618320610687,oracle_knapsack,-0.04793893129770993,"{'4': 376, '8': 46, '16': 10, '32': 223}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-proxy@avg16f,16.0,0.2729770992366412,knapsack_proxy,-0.06045801526717559,"{'4': 1122, '8': 523, '16': 527, '32': 1103}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Knapsack-learned@avg16f,16.0,0.30229007633587784,knapsack_learned,-0.031145038167938954,"{'4': 128, '8': 2, '16': 428, '32': 97}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Oracle-knapsack@avg16f,16.0,0.3236641221374046,oracle_knapsack,-0.009770992366412212,"{'4': 332, '8': 42, '16': 11, '32': 270}",SlowFast,SSV2,slowfast_r50_ssv2_full_e10_a100
Fixed-4f,4.0,0.210381679389313,fixed,,,VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Fixed-8f,8.0,0.3948091603053435,fixed,,,VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Fixed-16f,16.0,0.5233587786259541,fixed,,,VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Fixed-32f,32.0,0.5190839694656488,fixed,,,VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-proxy@avg8f,8.0,0.2879389312977099,knapsack_proxy,-0.1068702290076336,"{'4': 1922, '8': 586, '16': 670, '32': 97}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-learned@avg8f,8.0,0.34961832061068704,knapsack_learned,-0.04519083969465648,"{'4': 64, '8': 559, '16': 32, '32': 0}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Oracle-knapsack@avg8f,8.0,0.4030534351145038,oracle_knapsack,0.00824427480916029,"{'4': 454, '8': 122, '16': 5, '32': 74}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-proxy@avg10f,9.9993893129771,0.3004580152671756,knapsack_proxy,-0.09435114503816794,"{'4': 1713, '8': 595, '16': 613, '32': 354}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-learned@avg10f,9.996946564885496,0.39541984732824426,knapsack_learned,0.0006106870229007355,"{'4': 53, '8': 412, '16': 190, '32': 0}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Oracle-knapsack@avg10f,9.996946564885496,0.4259541984732824,oracle_knapsack,0.0311450381679389,"{'4': 413, '8': 114, '16': 7, '32': 121}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-proxy@avg12f,12.0,0.323969465648855,knapsack_proxy,-0.07083969465648854,"{'4': 1473, '8': 608, '16': 604, '32': 590}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-learned@avg12f,12.0,0.4396946564885496,knapsack_learned,0.044885496183206086,"{'4': 35, '8': 275, '16': 345, '32': 0}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Oracle-knapsack@avg12f,12.0,0.4442748091603053,oracle_knapsack,0.0494656488549618,"{'4': 371, '8': 107, '16': 9, '32': 168}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-proxy@avg14f,13.9993893129771,0.3480916030534351,knapsack_proxy,-0.17526717557251903,"{'4': 1254, '8': 602, '16': 587, '32': 832}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-learned@avg14f,13.996946564885496,0.4687022900763359,knapsack_learned,-0.05465648854961824,"{'4': 0, '8': 164, '16': 491, '32': 0}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Oracle-knapsack@avg14f,13.996946564885496,0.467175572519084,oracle_knapsack,-0.056183206106870165,"{'4': 328, '8': 100, '16': 13, '32': 214}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-proxy@avg16f,16.0,0.3648854961832061,knapsack_proxy,-0.15847328244274805,"{'4': 1060, '8': 548, '16': 598, '32': 1069}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Knapsack-learned@avg16f,16.0,0.5053435114503817,knapsack_learned,-0.018015267175572447,"{'4': 0, '8': 0, '16': 655, '32': 0}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Oracle-knapsack@avg16f,16.0,0.4854961832061069,oracle_knapsack,-0.03786259541984727,"{'4': 288, '8': 90, '16': 16, '32': 261}",VideoMAE,SSV2,videomae_ssv2_full_e5_h200
Fixed-4f,4.0,0.7,fixed,,,R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Fixed-8f,8.0,0.8163366336633663,fixed,,,R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Fixed-16f,16.0,0.8856435643564357,fixed,,,R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Fixed-32f,32.0,0.8900990099009901,fixed,,,R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-proxy@avg8f,8.0,0.7173267326732673,knapsack_proxy,-0.09900990099009899,"{'4': 852, '8': 742, '16': 426, '32': 0}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-learned@avg8f,8.0,0.8539603960396039,knapsack_learned,0.03762376237623766,"{'4': 184, '8': 128, '16': 92, '32': 0}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Oracle-knapsack@avg8f,8.0,0.8539603960396039,oracle_knapsack,0.03762376237623766,"{'4': 308, '8': 44, '16': 1, '32': 51}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-proxy@avg10f,10.0,0.7282178217821782,knapsack_proxy,-0.08811881188118809,"{'4': 764, '8': 369, '16': 887, '32': 0}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-learned@avg10f,10.0,0.8836633663366337,knapsack_learned,0.06732673267326739,"{'4': 150, '8': 78, '16': 176, '32': 0}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Oracle-knapsack@avg10f,10.0,0.8613861386138614,oracle_knapsack,0.04504950495049509,"{'4': 282, '8': 40, '16': 2, '32': 80}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-proxy@avg12f,12.0,0.7485148514851485,knapsack_proxy,-0.06782178217821777,"{'4': 596, '8': 264, '16': 1086, '32': 74}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Knapsack-learned@avg12f,12.0,0.8886138613861386,knapsack_learned,0.07227722772277234,"{'4': 4, '8': 196, '16': 204, '32': 0}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
Oracle-knapsack@avg12f,12.0,0.8638613861386139,oracle_knapsack,0.04752475247524757,"{'4': 256, '8': 38, '16': 0, '32': 110}",R2plus1D-18,UCF101,r2plus1d_18_ucf101_full_e10_a100
