model,dataset,stride_a,stride_b,acc_a,acc_b,diff_pp,abs_diff_pp
mc3_18,ucf101,8,16,85.14851485148515,82.52475247524752,2.623762376237626,2.623762376237626
mc3_18,ssv2,1,2,33.58778625954198,34.35021354484441,-0.7624272853024305,0.7624272853024305
mc3_18,ssv2,1,4,33.58778625954198,30.77858880778589,2.8091974517560905,2.8091974517560905
mc3_18,ssv2,1,8,33.58778625954198,15.49893842887473,18.088847830667248,18.088847830667248
mc3_18,ssv2,1,16,33.58778625954198,6.872749099639849,26.71503715990213,26.71503715990213
mc3_18,ssv2,2,4,34.35021354484441,30.77858880778589,3.571624737058521,3.571624737058521
mc3_18,ssv2,2,8,34.35021354484441,15.49893842887473,18.851275115969678,18.851275115969678
mc3_18,ssv2,2,16,34.35021354484441,6.872749099639849,27.477464445204557,27.477464445204557
mc3_18,ssv2,4,8,30.77858880778589,15.49893842887473,15.279650378911159,15.279650378911159
mc3_18,ssv2,4,16,30.77858880778589,6.872749099639849,23.90583970814604,23.90583970814604
mc3_18,ssv2,8,16,15.49893842887473,6.872749099639849,8.626189329234881,8.626189329234881
mc3_18,hmdb51,1,2,78.64406779661017,78.19209039548024,0.4519774011299438,0.4519774011299438
mc3_18,hmdb51,1,4,78.64406779661017,77.74011299435028,0.9039548022598876,0.9039548022598876
mc3_18,hmdb51,1,8,78.64406779661017,73.67231638418079,4.971751412429382,4.971751412429382
mc3_18,hmdb51,1,16,78.64406779661017,68.92655367231639,9.71751412429379,9.71751412429379
mc3_18,hmdb51,2,4,78.19209039548024,77.74011299435028,0.4519774011299438,0.4519774011299438
mc3_18,hmdb51,2,8,78.19209039548024,73.67231638418079,4.519774011299438,4.519774011299438
mc3_18,hmdb51,2,16,78.19209039548024,68.92655367231639,9.265536723163848,9.265536723163848
mc3_18,hmdb51,4,8,77.74011299435028,73.67231638418079,4.067796610169494,4.067796610169494
mc3_18,hmdb51,4,16,77.74011299435028,68.92655367231639,8.813559322033903,8.813559322033903
mc3_18,hmdb51,8,16,73.67231638418079,68.92655367231639,4.74576271186441,4.74576271186441
mc3_18,diving48,1,2,31.62853297442799,33.51278600269179,-1.8842530282637993,1.8842530282637993
mc3_18,diving48,1,4,31.62853297442799,31.493943472409153,0.13458950201883924,0.13458950201883924
mc3_18,diving48,1,8,31.62853297442799,30.282637954239572,1.34589502018842,1.34589502018842
mc3_18,diving48,1,16,31.62853297442799,19.246298788694478,12.382234185733513,12.382234185733513
mc3_18,diving48,2,4,33.51278600269179,31.493943472409153,2.0188425302826385,2.0188425302826385
mc3_18,diving48,2,8,33.51278600269179,30.282637954239572,3.2301480484522194,3.2301480484522194
mc3_18,diving48,2,16,33.51278600269179,19.246298788694478,14.266487213997312,14.266487213997312
mc3_18,diving48,4,8,31.493943472409153,30.282637954239572,1.2113055181695809,1.2113055181695809
mc3_18,diving48,4,16,31.493943472409153,19.246298788694478,12.247644683714674,12.247644683714674
mc3_18,diving48,8,16,30.282637954239572,19.246298788694478,11.036339165545092,11.036339165545092
mc3_18,autsl,1,2,63.73924852874604,63.17338162064282,0.5658669081032186,0.5658669081032186
mc3_18,autsl,1,4,63.73924852874604,61.79266636487098,1.9465821638750547,1.9465821638750547
mc3_18,autsl,1,8,63.73924852874604,36.32865550022635,27.410593028519692,27.410593028519692
mc3_18,autsl,1,16,63.73924852874604,8.19375282933454,55.5454956994115,55.5454956994115
mc3_18,autsl,2,4,63.17338162064282,61.79266636487098,1.380715255771836,1.380715255771836
mc3_18,autsl,2,8,63.17338162064282,36.32865550022635,26.844726120416475,26.844726120416475
mc3_18,autsl,2,16,63.17338162064282,8.19375282933454,54.97962879130828,54.97962879130828
mc3_18,autsl,4,8,61.79266636487098,36.32865550022635,25.46401086464464,25.46401086464464
mc3_18,autsl,4,16,61.79266636487098,8.19375282933454,53.59891353553644,53.59891353553644
mc3_18,autsl,8,16,36.32865550022635,8.19375282933454,28.134902670891808,28.134902670891808
mc3_18,driveact,1,2,68.97321428571429,69.19642857142857,-0.22321428571427937,0.22321428571427937
mc3_18,driveact,1,4,68.97321428571429,67.1875,1.7857142857142905,1.7857142857142905
mc3_18,driveact,1,8,68.97321428571429,59.82142857142857,9.15178571428572,9.15178571428572
mc3_18,driveact,1,16,68.97321428571429,55.13392857142857,13.83928571428572,13.83928571428572
mc3_18,driveact,2,4,69.19642857142857,67.1875,2.00892857142857,2.00892857142857
mc3_18,driveact,2,8,69.19642857142857,59.82142857142857,9.375,9.375
mc3_18,driveact,2,16,69.19642857142857,55.13392857142857,14.0625,14.0625
mc3_18,driveact,4,8,67.1875,59.82142857142857,7.366071428571431,7.366071428571431
mc3_18,driveact,4,16,67.1875,55.13392857142857,12.05357142857143,12.05357142857143
mc3_18,driveact,8,16,59.82142857142857,55.13392857142857,4.6875,4.6875
mc3_18,epic_kitchens,1,2,36.17647058823529,37.05882352941176,-0.882352941176473,0.882352941176473
mc3_18,epic_kitchens,1,4,36.17647058823529,36.47058823529411,-0.2941176470588225,0.2941176470588225
mc3_18,epic_kitchens,1,8,36.17647058823529,33.62745098039216,2.549019607843128,2.549019607843128
mc3_18,epic_kitchens,1,16,36.17647058823529,27.54901960784314,8.627450980392148,8.627450980392148
mc3_18,epic_kitchens,2,4,37.05882352941176,36.47058823529411,0.5882352941176505,0.5882352941176505
mc3_18,epic_kitchens,2,8,37.05882352941176,33.62745098039216,3.431372549019601,3.431372549019601
mc3_18,epic_kitchens,2,16,37.05882352941176,27.54901960784314,9.509803921568622,9.509803921568622
mc3_18,epic_kitchens,4,8,36.47058823529411,33.62745098039216,2.8431372549019507,2.8431372549019507
mc3_18,epic_kitchens,4,16,36.47058823529411,27.54901960784314,8.92156862745097,8.92156862745097
mc3_18,epic_kitchens,8,16,33.62745098039216,27.54901960784314,6.07843137254902,6.07843137254902
mc3_18,finegym,1,2,74.625,71.625,2.9999999999999916,2.9999999999999916
mc3_18,finegym,1,4,74.625,49.375,25.249999999999993,25.249999999999993
mc3_18,finegym,1,8,74.625,22.125,52.49999999999999,52.49999999999999
mc3_18,finegym,1,16,74.625,11.25,63.37499999999999,63.37499999999999
mc3_18,finegym,2,4,71.625,49.375,22.250000000000004,22.250000000000004
mc3_18,finegym,2,8,71.625,22.125,49.50000000000001,49.50000000000001
mc3_18,finegym,2,16,71.625,11.25,60.375,60.375
mc3_18,finegym,4,8,49.375,22.125,27.250000000000004,27.250000000000004
mc3_18,finegym,4,16,49.375,11.25,38.125,38.125
mc3_18,finegym,8,16,22.125,11.25,10.875,10.875
r2plus1d_18,ucf101,1,2,88.56435643564356,88.26732673267327,0.2970297029702973,0.2970297029702973
r2plus1d_18,ucf101,1,4,88.56435643564356,88.86138613861387,-0.2970297029702973,0.2970297029702973
r2plus1d_18,ucf101,1,8,88.56435643564356,88.16831683168317,0.3960396039603964,0.3960396039603964
r2plus1d_18,ucf101,1,16,88.56435643564356,83.41584158415841,5.148514851485153,5.148514851485153
r2plus1d_18,ucf101,2,4,88.26732673267327,88.86138613861387,-0.5940594059405946,0.5940594059405946
r2plus1d_18,ucf101,2,8,88.26732673267327,88.16831683168317,0.0990099009900991,0.0990099009900991
r2plus1d_18,ucf101,2,16,88.26732673267327,83.41584158415841,4.851485148514856,4.851485148514856
r2plus1d_18,ucf101,4,8,88.86138613861387,88.16831683168317,0.6930693069306937,0.6930693069306937
r2plus1d_18,ucf101,4,16,88.86138613861387,83.41584158415841,5.44554455445545,5.44554455445545
r2plus1d_18,ucf101,8,16,88.16831683168317,83.41584158415841,4.752475247524757,4.752475247524757
r2plus1d_18,ssv2,1,2,42.56488549618321,43.07504575960952,-0.5101602634263125,0.5101602634263125
r2plus1d_18,ssv2,1,4,42.56488549618321,37.895377128953776,4.669508367229436,4.669508367229436
r2plus1d_18,ssv2,1,8,42.56488549618321,21.04943888383378,21.51544661234943,21.51544661234943
r2plus1d_18,ssv2,1,16,42.56488549618321,11.8547418967587,30.710143599424512,30.710143599424512
r2plus1d_18,ssv2,2,4,43.07504575960952,37.895377128953776,5.1796686306557485,5.1796686306557485
r2plus1d_18,ssv2,2,8,43.07504575960952,21.04943888383378,22.02560687577574,22.02560687577574
r2plus1d_18,ssv2,2,16,43.07504575960952,11.8547418967587,31.22030386285082,31.22030386285082
r2plus1d_18,ssv2,4,8,37.895377128953776,21.04943888383378,16.845938245119992,16.845938245119992
r2plus1d_18,ssv2,4,16,37.895377128953776,11.8547418967587,26.040635232195076,26.040635232195076
r2plus1d_18,ssv2,8,16,21.04943888383378,11.8547418967587,9.19469698707508,9.19469698707508
r2plus1d_18,hmdb51,1,2,73.10734463276836,75.48022598870057,-2.3728813559322104,2.3728813559322104
r2plus1d_18,hmdb51,1,4,73.10734463276836,72.20338983050848,0.9039548022598765,0.9039548022598765
r2plus1d_18,hmdb51,1,8,73.10734463276836,65.76271186440678,7.344632768361581,7.344632768361581
r2plus1d_18,hmdb51,1,16,73.10734463276836,55.48022598870056,17.627118644067796,17.627118644067796
r2plus1d_18,hmdb51,2,4,75.48022598870057,72.20338983050848,3.276836158192087,3.276836158192087
r2plus1d_18,hmdb51,2,8,75.48022598870057,65.76271186440678,9.71751412429379,9.71751412429379
r2plus1d_18,hmdb51,2,16,75.48022598870057,55.48022598870056,20.000000000000007,20.000000000000007
r2plus1d_18,hmdb51,4,8,72.20338983050848,65.76271186440678,6.440677966101704,6.440677966101704
r2plus1d_18,hmdb51,4,16,72.20338983050848,55.48022598870056,16.72316384180792,16.72316384180792
r2plus1d_18,hmdb51,8,16,65.76271186440678,55.48022598870056,10.282485875706215,10.282485875706215
r2plus1d_18,diving48,1,2,35.26244952893674,36.33916554508748,-1.0767160161507416,1.0767160161507416
r2plus1d_18,diving48,1,4,35.26244952893674,35.800807537012105,-0.538358008075368,0.538358008075368
r2plus1d_18,diving48,1,8,35.26244952893674,29.47510094212651,5.787348586810231,5.787348586810231
r2plus1d_18,diving48,1,16,35.26244952893674,16.41991924629879,18.842530282637952,18.842530282637952
r2plus1d_18,diving48,2,4,36.33916554508748,35.800807537012105,0.5383580080753736,0.5383580080753736
r2plus1d_18,diving48,2,8,36.33916554508748,29.47510094212651,6.864064602960973,6.864064602960973
r2plus1d_18,diving48,2,16,36.33916554508748,16.41991924629879,19.919246298788693,19.919246298788693
r2plus1d_18,diving48,4,8,35.800807537012105,29.47510094212651,6.3257065948856,6.3257065948856
r2plus1d_18,diving48,4,16,35.800807537012105,16.41991924629879,19.38088829071332,19.38088829071332
r2plus1d_18,diving48,8,16,29.47510094212651,16.41991924629879,13.05518169582772,13.05518169582772
r2plus1d_18,autsl,1,2,75.93933906745134,75.64508827523765,0.29425079221367945,0.29425079221367945
r2plus1d_18,autsl,1,4,75.93933906745134,69.4205522861023,6.518786781349029,6.518786781349029
r2plus1d_18,autsl,1,8,75.93933906745134,30.80579447713897,45.13354459031237,45.13354459031237
r2plus1d_18,autsl,1,16,75.93933906745134,8.71435038478949,67.22498868266185,67.22498868266185
r2plus1d_18,autsl,2,4,75.64508827523765,69.4205522861023,6.224535989135349,6.224535989135349
r2plus1d_18,autsl,2,8,75.64508827523765,30.80579447713897,44.83929379809869,44.83929379809869
r2plus1d_18,autsl,2,16,75.64508827523765,8.71435038478949,66.93073789044817,66.93073789044817
r2plus1d_18,autsl,4,8,69.4205522861023,30.80579447713897,38.61475780896334,38.61475780896334
r2plus1d_18,autsl,4,16,69.4205522861023,8.71435038478949,60.70620190131282,60.70620190131282
r2plus1d_18,autsl,8,16,30.80579447713897,8.71435038478949,22.09144409234948,22.09144409234948
r2plus1d_18,driveact,1,2,62.5,63.39285714285714,-0.8928571428571397,0.8928571428571397
r2plus1d_18,driveact,1,4,62.5,55.58035714285714,6.91964285714286,6.91964285714286
r2plus1d_18,driveact,1,8,62.5,41.96428571428571,20.535714285714292,20.535714285714292
r2plus1d_18,driveact,1,16,62.5,37.72321428571428,24.776785714285722,24.776785714285722
r2plus1d_18,driveact,2,4,63.39285714285714,55.58035714285714,7.8125,7.8125
r2plus1d_18,driveact,2,8,63.39285714285714,41.96428571428571,21.42857142857143,21.42857142857143
r2plus1d_18,driveact,2,16,63.39285714285714,37.72321428571428,25.66964285714286,25.66964285714286
r2plus1d_18,driveact,4,8,55.58035714285714,41.96428571428571,13.61607142857143,13.61607142857143
r2plus1d_18,driveact,4,16,55.58035714285714,37.72321428571428,17.85714285714286,17.85714285714286
r2plus1d_18,driveact,8,16,41.96428571428571,37.72321428571428,4.241071428571431,4.241071428571431
r2plus1d_18,epic_kitchens,1,2,35.49019607843137,34.70588235294117,0.7843137254901988,0.7843137254901988
r2plus1d_18,epic_kitchens,1,4,35.49019607843137,33.92156862745098,1.5686274509803866,1.5686274509803866
r2plus1d_18,epic_kitchens,1,8,35.49019607843137,28.72549019607843,6.764705882352939,6.764705882352939
r2plus1d_18,epic_kitchens,1,16,35.49019607843137,23.8235294117647,11.66666666666667,11.66666666666667
r2plus1d_18,epic_kitchens,2,4,34.70588235294117,33.92156862745098,0.7843137254901877,0.7843137254901877
r2plus1d_18,epic_kitchens,2,8,34.70588235294117,28.72549019607843,5.980392156862741,5.980392156862741
r2plus1d_18,epic_kitchens,2,16,34.70588235294117,23.8235294117647,10.882352941176471,10.882352941176471
r2plus1d_18,epic_kitchens,4,8,33.92156862745098,28.72549019607843,5.196078431372553,5.196078431372553
r2plus1d_18,epic_kitchens,4,16,33.92156862745098,23.8235294117647,10.098039215686283,10.098039215686283
r2plus1d_18,epic_kitchens,8,16,28.72549019607843,23.8235294117647,4.90196078431373,4.90196078431373
r2plus1d_18,finegym,1,2,78.4375,73.9375,4.5000000000000036,4.5000000000000036
r2plus1d_18,finegym,1,4,78.4375,48.75,29.687500000000007,29.687500000000007
r2plus1d_18,finegym,1,8,78.4375,19.4375,59.00000000000001,59.00000000000001
r2plus1d_18,finegym,1,16,78.4375,12.3125,66.125,66.125
r2plus1d_18,finegym,2,4,73.9375,48.75,25.1875,25.1875
r2plus1d_18,finegym,2,8,73.9375,19.4375,54.50000000000001,54.50000000000001
r2plus1d_18,finegym,2,16,73.9375,12.3125,61.625,61.625
r2plus1d_18,finegym,4,8,48.75,19.4375,29.312499999999996,29.312499999999996
r2plus1d_18,finegym,4,16,48.75,12.3125,36.4375,36.4375
r2plus1d_18,finegym,8,16,19.4375,12.3125,7.124999999999999,7.124999999999999
slowfast_r50,ucf101,1,2,87.57425742574257,87.57425742574257,0.0,0.0
slowfast_r50,ucf101,1,4,87.57425742574257,87.87128712871286,-0.2970297029702973,0.2970297029702973
slowfast_r50,ucf101,1,8,87.57425742574257,83.9108910891089,3.6633663366336666,3.6633663366336666
slowfast_r50,ucf101,1,16,87.57425742574257,72.12871287128712,15.445544554455449,15.445544554455449
slowfast_r50,ucf101,2,4,87.57425742574257,87.87128712871286,-0.2970297029702973,0.2970297029702973
slowfast_r50,ucf101,2,8,87.57425742574257,83.9108910891089,3.6633663366336666,3.6633663366336666
slowfast_r50,ucf101,2,16,87.57425742574257,72.12871287128712,15.445544554455449,15.445544554455449
slowfast_r50,ucf101,4,8,87.87128712871286,83.9108910891089,3.960396039603964,3.960396039603964
slowfast_r50,ucf101,4,16,87.87128712871286,72.12871287128712,15.742574257425746,15.742574257425746
slowfast_r50,ucf101,8,16,83.9108910891089,72.12871287128712,11.782178217821782,11.782178217821782
slowfast_r50,ssv2,1,2,49.49618320610687,45.88163514338011,3.614548062726758,3.614548062726758
slowfast_r50,ssv2,1,4,49.49618320610687,26.520681265206807,22.975501940900063,22.975501940900063
slowfast_r50,ssv2,1,8,49.49618320610687,12.405216863815589,37.09096634229128,37.09096634229128
slowfast_r50,ssv2,1,16,49.49618320610687,6.482593037214881,43.013590168891994,43.013590168891994
slowfast_r50,ssv2,2,4,45.88163514338011,26.520681265206807,19.360953878173305,19.360953878173305
slowfast_r50,ssv2,2,8,45.88163514338011,12.405216863815589,33.47641827956453,33.47641827956453
slowfast_r50,ssv2,2,16,45.88163514338011,6.482593037214881,39.39904210616523,39.39904210616523
slowfast_r50,ssv2,4,8,26.520681265206807,12.405216863815589,14.11546440139122,14.11546440139122
slowfast_r50,ssv2,4,16,26.520681265206807,6.482593037214881,20.038088227991928,20.038088227991928
slowfast_r50,ssv2,8,16,12.405216863815589,6.482593037214881,5.922623826600709,5.922623826600709
slowfast_r50,hmdb51,1,2,79.3220338983051,76.8361581920904,2.485875706214691,2.485875706214691
slowfast_r50,hmdb51,1,4,79.3220338983051,67.45762711864407,11.864406779661019,11.864406779661019
slowfast_r50,hmdb51,1,8,79.3220338983051,54.12429378531074,25.19774011299435,25.19774011299435
slowfast_r50,hmdb51,1,16,79.3220338983051,41.920903954802256,37.40112994350283,37.40112994350283
slowfast_r50,hmdb51,2,4,76.8361581920904,67.45762711864407,9.378531073446329,9.378531073446329
slowfast_r50,hmdb51,2,8,76.8361581920904,54.12429378531074,22.711864406779657,22.711864406779657
slowfast_r50,hmdb51,2,16,76.8361581920904,41.920903954802256,34.91525423728814,34.91525423728814
slowfast_r50,hmdb51,4,8,67.45762711864407,54.12429378531074,13.33333333333333,13.33333333333333
slowfast_r50,hmdb51,4,16,67.45762711864407,41.920903954802256,25.536723163841813,25.536723163841813
slowfast_r50,hmdb51,8,16,54.12429378531074,41.920903954802256,12.203389830508481,12.203389830508481
slowfast_r50,diving48,1,2,50.47106325706595,49.93270524899058,0.5383580080753736,0.5383580080753736
slowfast_r50,diving48,1,4,50.47106325706595,41.72274562584118,8.748317631224772,8.748317631224772
slowfast_r50,diving48,1,8,50.47106325706595,22.88021534320323,27.59084791386272,27.59084791386272
slowfast_r50,diving48,1,16,50.47106325706595,10.7671601615074,39.70390309555855,39.70390309555855
slowfast_r50,diving48,2,4,49.93270524899058,41.72274562584118,8.209959623149398,8.209959623149398
slowfast_r50,diving48,2,8,49.93270524899058,22.88021534320323,27.052489905787347,27.052489905787347
slowfast_r50,diving48,2,16,49.93270524899058,10.7671601615074,39.16554508748318,39.16554508748318
slowfast_r50,diving48,4,8,41.72274562584118,22.88021534320323,18.84253028263795,18.84253028263795
slowfast_r50,diving48,4,16,41.72274562584118,10.7671601615074,30.95558546433378,30.95558546433378
slowfast_r50,diving48,8,16,22.88021534320323,10.7671601615074,12.113055181695831,12.113055181695831
slowfast_r50,autsl,1,2,82.2544137618832,77.41059302851968,4.843820733363513,4.843820733363513
slowfast_r50,autsl,1,4,82.2544137618832,41.46672702580353,40.78768673607968,40.78768673607968
slowfast_r50,autsl,1,8,82.2544137618832,14.010864644635578,68.24354911724762,68.24354911724762
slowfast_r50,autsl,1,16,82.2544137618832,4.6853779990946105,77.5690357627886,77.5690357627886
slowfast_r50,autsl,2,4,77.41059302851968,41.46672702580353,35.94386600271616,35.94386600271616
slowfast_r50,autsl,2,8,77.41059302851968,14.010864644635578,63.39972838388411,63.39972838388411
slowfast_r50,autsl,2,16,77.41059302851968,4.6853779990946105,72.72521502942509,72.72521502942509
slowfast_r50,autsl,4,8,41.46672702580353,14.010864644635578,27.45586238116795,27.45586238116795
slowfast_r50,autsl,4,16,41.46672702580353,4.6853779990946105,36.781349026708924,36.781349026708924
slowfast_r50,autsl,8,16,14.010864644635578,4.6853779990946105,9.325486645540968,9.325486645540968
slowfast_r50,driveact,1,2,72.54464285714286,68.08035714285714,4.464285714285721,4.464285714285721
slowfast_r50,driveact,1,4,72.54464285714286,56.91964285714286,15.625,15.625
slowfast_r50,driveact,1,8,72.54464285714286,45.3125,27.23214285714286,27.23214285714286
slowfast_r50,driveact,1,16,72.54464285714286,38.83928571428571,33.70535714285715,33.70535714285715
