label_id,n_models,mean_acc_s1,mean_acc_s16,mean_rel_drop,mean_abs_drop,std_rel_drop,sensitivity,dataset
67,8,0.95,0.05,0.9,0.9,0.10350983390135307,High,finegym
68,8,0.975,0.11875,0.85625,0.85625,0.1678381448215597,High,finegym
69,8,0.8897058823529411,0.4117647058823529,0.4779411764705882,0.4779411764705882,0.4056417506330537,Low,finegym
70,8,0.90625,0.8958333333333333,0.010416666666666657,0.010416666666666657,0.029462782549439452,Low,finegym
71,8,0.89375,0.25,0.6437499999999999,0.6437499999999999,0.2665085096470387,Moderate,finegym
72,8,0.875,0.16666666666666666,0.7083333333333334,0.7083333333333334,0.27817432013209337,Moderate,finegym
73,8,0.875,0.25,0.625,0.625,0.33034373632170494,Moderate,finegym
74,8,0.81875,0.2,0.61875,0.61875,0.48545817827815285,Moderate,finegym
75,8,0.4671052631578947,0.0,0.4671052631578947,0.4671052631578947,0.24434644260284052,Low,finegym
76,8,0.8875,0.3375,0.55,0.55,0.3359421718944242,Moderate,finegym
77,8,0.8035714285714285,0.21428571428571427,0.5892857142857142,0.5892857142857142,0.42128153782332683,Moderate,finegym
78,8,0.79375,0.11875000000000001,0.6749999999999999,0.6749999999999999,0.2853569193634025,Moderate,finegym
79,8,0.96875,0.25625,0.7124999999999999,0.7124999999999999,0.2601510550210616,High,finegym
80,8,0.381578947368421,0.019736842105263157,0.36184210526315785,0.36184210526315785,0.28887497894868613,Low,finegym
81,8,0.546875,0.046875,0.5,0.5,0.27548658250966984,Low,finegym
82,8,0.59375,0.10416666666666666,0.4895833333333333,0.4895833333333333,0.3163453883999335,Low,finegym
83,8,0.8666666666666667,0.13333333333333333,0.7333333333333334,0.7333333333333334,0.2594254947024045,High,finegym
84,8,0.35625,0.0625,0.29375,0.29375,0.23366260780388948,Low,finegym
85,8,0.6,0.05,0.55,0.55,0.24784787961282098,Moderate,finegym
86,8,0.4125,0.025,0.3875,0.3875,0.1807721533549109,Low,finegym
87,8,0.7727272727272727,0.10227272727272727,0.6704545454545454,0.6704545454545454,0.3109094706460809,Moderate,finegym
88,8,0.8942307692307693,0.009615384615384616,0.8846153846153846,0.8846153846153846,0.10071594933968879,High,finegym
89,8,0.91875,0.18125,0.7374999999999999,0.7374999999999999,0.1620185174601965,High,finegym
90,8,0.76875,0.05,0.71875,0.71875,0.12799972098183876,High,finegym
91,8,0.93125,0.13125,0.8,0.8,0.28660575211055545,High,finegym
92,8,0.7291666666666666,0.1111111111111111,0.6180555555555556,0.6180555555555556,0.2045287524579627,Moderate,finegym
93,8,0.875,0.0,0.875,0.875,0.3535533905932738,High,finegym
94,8,0.9875,0.45625,0.53125,0.53125,0.344277193136992,Moderate,finegym
95,8,0.99375,0.64375,0.35000000000000003,0.35000000000000003,0.24348657927227588,Low,finegym
96,8,0.99375,0.51875,0.475,0.475,0.2803059552906941,Low,finegym
97,8,0.640625,0.3515625,0.2890625,0.2890625,0.23843214630761755,Low,finegym
98,8,0.875,0.3223684210526316,0.5526315789473684,0.5526315789473684,0.28689900794494605,Moderate,finegym
