label_id,n_models,mean_acc_s1,mean_acc_s16,mean_rel_drop,mean_abs_drop,std_rel_drop,sensitivity,dataset
23,8,0.48125,0.41875,0.0625,0.0625,0.10938137736509684,Moderate,ucf101
24,8,0.98125,0.99375,-0.012499999999999997,-0.012499999999999997,0.044320263021395925,Low,ucf101
25,8,1.0,0.99375,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
26,8,0.95625,0.95,0.006249999999999992,0.006249999999999992,0.04172614801981401,Low,ucf101
27,8,0.9875,0.9249999999999999,0.06250000000000001,0.06250000000000001,0.10264362759428512,High,ucf101
28,8,0.91875,0.9125,0.006249999999999992,0.006249999999999992,0.07288689868556626,Low,ucf101
29,8,0.925,0.83125,0.09375000000000001,0.09375000000000001,0.09038607667745549,High,ucf101
30,8,0.9624999999999999,0.775,0.1875,0.1875,0.19955307206712847,High,ucf101
31,8,0.83125,0.73125,0.10000000000000002,0.10000000000000002,0.1535298947157477,High,ucf101
32,8,0.94375,0.90625,0.03749999999999999,0.03749999999999999,0.13024701806293193,Moderate,ucf101
33,8,0.78125,0.8125,-0.031249999999999965,-0.031249999999999965,0.2069118169655856,Low,ucf101
34,8,0.53125,0.525,0.006249999999999985,0.006249999999999985,0.062321172737911226,Low,ucf101
35,8,0.79375,0.71875,0.07500000000000001,0.07500000000000001,0.12817398889233114,High,ucf101
36,8,0.8375,0.78125,0.05625000000000001,0.05625000000000001,0.0678101340930269,Moderate,ucf101
37,8,0.6,0.5,0.09999999999999998,0.09999999999999998,0.18516401995451026,High,ucf101
38,8,0.975,0.9375,0.037500000000000006,0.037500000000000006,0.058248237251071755,Moderate,ucf101
39,8,0.79375,0.70625,0.0875,0.0875,0.09910312089651148,High,ucf101
40,8,1.0,0.99375,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
41,8,1.0,1.0,0.0,0.0,0.0,Low,ucf101
42,8,0.95625,0.70625,0.24999999999999997,0.24999999999999997,0.2052872551885702,High,ucf101
43,8,0.9624999999999999,0.9562499999999999,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
44,8,0.85625,0.75,0.10624999999999998,0.10624999999999998,0.11475906437899731,High,ucf101
45,8,0.9249999999999999,0.88125,0.04374999999999998,0.04374999999999998,0.03204349722308278,Moderate,ucf101
46,8,0.9375,0.53125,0.40625,0.40625,0.3353436403793237,High,ucf101
47,8,0.725,0.68125,0.04375,0.04375,0.0821040280898046,Moderate,ucf101
48,8,0.85,0.76875,0.08124999999999999,0.08124999999999999,0.1751275045706495,High,ucf101
49,8,0.9875,1.0,-0.012499999999999997,-0.012499999999999997,0.03535533905932737,Low,ucf101
50,8,0.7875,0.68125,0.10625,0.10625,0.09797047660246573,High,ucf101
51,8,0.81875,0.7875,0.031250000000000014,0.031250000000000014,0.06512350903146596,Moderate,ucf101
52,8,0.91875,0.80625,0.11249999999999998,0.11249999999999998,0.22795676281761348,High,ucf101
53,8,0.78125,0.7,0.08124999999999999,0.08124999999999999,0.1032939633141398,High,ucf101
54,8,0.825,0.78125,0.04374999999999998,0.04374999999999998,0.08634441002668988,Moderate,ucf101
55,8,0.66875,0.59375,0.07499999999999998,0.07499999999999998,0.08451542547285168,High,ucf101
56,8,0.95,0.9375,0.012500000000000025,0.012500000000000025,0.07905694150420949,Moderate,ucf101
57,8,0.66875,0.43125,0.2375,0.2375,0.21998376563477848,High,ucf101
58,8,0.9625,0.93125,0.031250000000000014,0.031250000000000014,0.03720119045714225,Moderate,ucf101
59,8,0.99375,0.98125,0.012499999999999997,0.012499999999999997,0.03535533905932737,Moderate,ucf101
60,8,0.95,0.95,-1.3877787807814457e-17,-1.3877787807814457e-17,0.026726124191242432,Low,ucf101
61,8,0.98125,0.975,0.006249999999999992,0.006249999999999992,0.041726148019814016,Low,ucf101
62,8,0.9875,0.975,0.012499999999999997,0.012499999999999997,0.03535533905932737,Moderate,ucf101
63,8,0.96875,0.9625,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
64,8,0.9875,0.9875,0.0,0.0,0.0,Low,ucf101
65,8,0.94375,0.9375,0.006249999999999992,0.006249999999999992,0.06232117273791126,Low,ucf101
66,8,0.99375,0.9875,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
67,8,0.9875,0.95,0.03749999999999999,0.03749999999999999,0.09543135154205276,Moderate,ucf101
68,8,0.925,0.9625,-0.037500000000000006,-0.037500000000000006,0.044320263021395905,Low,ucf101
69,8,0.8125,0.725,0.0875,0.0875,0.13822858914545447,High,ucf101
70,8,0.93125,0.90625,0.02499999999999998,0.02499999999999998,0.0377964473009227,Moderate,ucf101
71,8,0.90625,0.83125,0.075,0.075,0.10690449676496977,High,ucf101
72,8,0.8875,0.875,0.012500000000000011,0.012500000000000011,0.03535533905932736,Moderate,ucf101
73,8,0.91875,0.9249999999999999,-0.006249999999999992,-0.006249999999999992,0.03204349722308279,Low,ucf101
74,8,0.94375,0.85625,0.0875,0.0875,0.1274754878398196,High,ucf101
75,8,0.925,0.91875,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
76,8,0.94375,0.93125,0.012500000000000011,0.012500000000000011,0.03535533905932741,Moderate,ucf101
77,8,0.81875,0.7875,0.03125,0.03125,0.04580626906564523,Moderate,ucf101
78,8,0.55,0.58125,-0.031249999999999986,-0.031249999999999986,0.12517844405944203,Low,ucf101
79,8,0.90625,0.8,0.10625,0.10625,0.11783008347374015,High,ucf101
80,8,0.76875,0.775,-0.006249999999999978,-0.006249999999999978,0.08210402808980463,Low,ucf101
81,8,0.9125,0.9125,0.0,0.0,0.026726124191242463,Low,ucf101
82,8,0.96875,0.95625,0.012499999999999997,0.012499999999999997,0.023145502494313783,Moderate,ucf101
83,8,0.93125,0.9125,0.01874999999999999,0.01874999999999999,0.04580626906564522,Moderate,ucf101
84,8,0.95,0.94375,0.0062500000000000056,0.0062500000000000056,0.03204349722308281,Low,ucf101
85,8,0.975,0.95625,0.018750000000000003,0.018750000000000003,0.03720119045714224,Moderate,ucf101
86,8,0.95625,0.9375,0.01874999999999999,0.01874999999999999,0.025877458475338268,Moderate,ucf101
87,8,0.9875,0.98125,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,ucf101
88,8,0.86875,0.73125,0.1375,0.1375,0.20133483127793433,High,ucf101
89,8,0.96875,0.9375,0.03125,0.03125,0.05303300858899107,Moderate,ucf101
90,8,0.8875,0.84375,0.04374999999999998,0.04374999999999998,0.05629958132298014,Moderate,ucf101
91,8,0.98125,0.90625,0.075,0.075,0.10690449676496974,High,ucf101
92,8,0.95625,0.85625,0.1,0.1,0.19639610121239315,High,ucf101
93,8,0.9875,0.96875,0.018750000000000003,0.018750000000000003,0.05303300858899108,Moderate,ucf101
94,8,0.9875,0.975,0.012500000000000011,0.012500000000000011,0.023145502494313807,Moderate,ucf101
95,8,0.9375,0.88125,0.05624999999999998,0.05624999999999998,0.06781013409302686,Moderate,ucf101
96,8,1.0,0.925,0.07500000000000001,0.07500000000000001,0.11019463300386793,High,ucf101
97,8,0.91875,0.85,0.06875,0.06875,0.06512350903146596,High,ucf101
98,8,0.85625,0.79375,0.062499999999999986,0.062499999999999986,0.12464234547582247,Moderate,ucf101
99,8,1.0,1.0,0.0,0.0,0.0,Low,ucf101
100,8,0.6875,0.59375,0.09375,0.09375,0.15221577729375774,High,ucf101
